# File Name: TESTWORDS.txt
# File Size: 173478      
# File Date: 07/19/2023 00:10:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2023
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	NOSPACE	NOETERNAL	ETERNAL	NOHELL	YESHELL	SHEOL	GEHENNA	HADES	TARTARUS	ABYSS	LOF	END
Holy-Bible---French---French-Khan-Bible	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=56/0/56, éternel=1188/1/1187, éternellement=29/0/29, siècles=4/0/4, monde=68/0/68, toujours=97/0/97, jamais=261/2/259, siècle=5/0/5, éternels=2/0/2, éternité=43/0/43, éternelles=8/0/8, âges=9/0/9, depuis longtemps=4/0/4, permanente=5/0/5, tout temps=15/0/15, GROUP=1794/3/1791	enfer=0/0/0, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	enfer=0/0/0, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, GROUP=0/0/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=25/2/23, GROUP=25/2/23	enfer=0/0/0, géhenne=0/0/0, GROUP=0/0/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=25/2/23, O mort=0/0/0, GROUP=25/2/23	enfer=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-LXX	0	GROUP=0/0/0	l'éternité=7/0/7, éternelle=75/0/75, éternel=27/0/27, éternellement=29/0/29, siècles=117/0/117, monde=29/0/29, toujours=179/0/179, jamais=240/3/237, siècle=4/0/4, éternels=6/0/6, éternité=14/0/14, éternelles=8/0/8, âges=2/0/2, depuis longtemps=4/0/4, permanente=0/0/0, tout temps=11/0/11, GROUP=752/3/749	enfer=42/34/8, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, abîmes de ténèbres=0/0/0, GROUP=42/34/8	enfer=42/34/8, séjour des morts=0/0/0, géhenne=0/0/0, l'étang de feu=0/0/0, GROUP=42/34/8	enfer=42/34/8, enfers=12/11/1, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=47/3/44, GROUP=101/48/53	enfer=42/34/8, géhenne=0/0/0, GROUP=42/34/8	enfer=42/34/8, enfers=12/11/1, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=47/3/44, O mort=0/0/0, GROUP=101/48/53	enfer=42/34/8, abîmes de ténèbres=0/0/0, GROUP=42/34/8	l'abîme=43/4/39, GROUP=43/4/39	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Louis-Segond-1910-Bible	0	GROUP=0/0/0	l'éternité=0/0/0, éternelle=82/52/30, éternel=5901/23/5878, éternellement=54/13/41, siècles=33/29/4, monde=224/19/205, toujours=312/6/306, jamais=187/13/174, siècle=20/20/0, éternels=6/2/4, éternité=35/6/29, éternelles=18/1/17, âges=7/1/6, depuis longtemps=22/0/22, permanente=2/1/1, tout temps=23/2/21, GROUP=6926/188/6738	enfer=0/0/0, séjour des morts=69/69/0, géhenne=12/12/0, l'étang de feu=0/0/0, abîmes de ténèbres=1/1/0, GROUP=82/82/0	enfer=0/0/0, séjour des morts=69/69/0, géhenne=12/12/0, l'étang de feu=0/0/0, GROUP=81/81/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=69/69/0, profond des morts=1/1/0, sépulcre=87/3/84, GROUP=157/73/84	enfer=0/0/0, géhenne=12/12/0, GROUP=12/12/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=69/69/0, profond des morts=1/1/0, sépulcre=87/3/84, O mort=2/2/0, GROUP=159/75/84	enfer=0/0/0, abîmes de ténèbres=1/1/0, GROUP=1/1/0	l'abîme=0/0/0, GROUP=0/0/0	l'étang de feu=0/0/0, dans l'étang ardent de feu=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Martin		GROUP=0/0/0	l'éternité=2/0/2, éternelle=78/54/24, éternel=29/11/18, éternellement=57/21/36, siècles=43/30/13, monde=218/23/195, toujours=290/5/285, jamais=216/13/203, siècle=28/18/10, éternels=7/4/3, éternité=10/1/9, éternelles=8/2/6, âges=47/2/45, depuis longtemps=14/0/14, permanente=4/2/2, tout temps=32/3/29, GROUP=1083/189/894	enfer=8/8/0, séjour des morts=0/0/0, géhenne=12/12/0, l'étang de feu=3/3/0, abîmes de ténèbres=0/0/0, GROUP=23/23/0	enfer=8/8/0, séjour des morts=0/0/0, géhenne=12/12/0, l'étang de feu=3/3/0, GROUP=23/23/0	enfer=8/8/0, enfers=1/1/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=146/57/89, GROUP=155/66/89	enfer=8/8/0, géhenne=12/12/0, GROUP=20/20/0	enfer=8/8/0, enfers=1/1/0, séjour des morts=0/0/0, profond des morts=0/0/0, sépulcre=146/57/89, O mort=0/0/0, GROUP=155/66/89	enfer=8/8/0, abîmes de ténèbres=0/0/0, GROUP=8/8/0	l'abîme=24/12/12, GROUP=24/12/12	l'étang de feu=3/3/0, dans l'étang ardent de feu=2/2/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Oltramare-Bible	0	GROUP=0/0/0	l'éternité=3/3/0, éternelle=52/52/0, éternel=14/14/0, éternellement=23/18/5, siècles=24/24/0, monde=237/25/212, toujours=61/3/58, jamais=46/10/36, siècle=13/13/0, éternels=1/1/0, éternité=10/10/0, éternelles=2/2/0, âges=4/2/2, depuis longtemps=7/0/7, permanente=1/0/1, tout temps=4/2/2, GROUP=502/179/323	enfer=0/0/0, séjour des morts=3/3/0, géhenne=12/12/0, l'étang de feu=4/4/0, abîmes de ténèbres=0/0/0, GROUP=19/19/0	enfer=0/0/0, séjour des morts=3/3/0, géhenne=12/12/0, l'étang de feu=4/4/0, GROUP=19/19/0	enfer=0/0/0, enfers=3/3/0, séjour des morts=3/3/0, profond des morts=0/0/0, sépulcre=31/0/31, GROUP=37/6/31	enfer=0/0/0, géhenne=12/12/0, GROUP=12/12/0	enfer=0/0/0, enfers=3/3/0, séjour des morts=3/3/0, profond des morts=0/0/0, sépulcre=31/0/31, O mort=1/1/0, GROUP=38/7/31	enfer=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	l'abîme=8/7/1, GROUP=8/7/1	l'étang de feu=4/4/0, dans l'étang ardent de feu=0/0/0, GROUP=4/4/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Ostervald-Bible	0	GROUP=0/0/0	l'éternité=15/10/5, éternelle=89/54/35, éternel=5861/19/5842, éternellement=69/12/57, siècles=38/31/7, monde=230/23/207, toujours=265/3/262, jamais=213/12/201, siècle=21/16/5, éternels=7/2/5, éternité=27/12/15, éternelles=13/3/10, âges=14/2/12, depuis longtemps=15/2/13, permanente=1/0/1, tout temps=33/2/31, derniers temps=5/2/3, GROUP=6916/205/6711	enfer=10/10/0, séjour des morts=4/4/0, géhenne=12/12/0, l'étang de feu=4/4/0, abîmes de ténèbres=0/0/0, GROUP=30/30/0	enfer=10/10/0, géhenne=12/12/0, l'étang de feu=4/4/0, GROUP=26/26/0	enfer=10/10/0, enfers=4/4/0, séjour des morts=4/4/0, profond des morts=0/0/0, sépulcre=94/56/38, GROUP=112/74/38	enfer=10/10/0, géhenne=12/12/0, GROUP=22/22/0	enfer=10/10/0, enfers=4/4/0, séjour des morts=4/4/0, profond des morts=0/0/0, sépulcre=94/56/38, GROUP=112/74/38	enfer=10/10/0, dans l'abîme=8/4/4, GROUP=18/14/4	l'abîme=33/13/20, GROUP=33/13/20	l'étang de feu=4/4/0, dans l'étang ardent de feu=1/1/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Perret-Gentil-Rilliet	0	GROUP=0/0/0	l'éternité=65/18/47, éternelle=143/52/91, éternel=5816/20/5796, éternellement=79/3/76, siècles=35/31/4, monde=252/12/240, toujours=185/0/185, jamais=206/13/193, siècle=19/19/0, éternels=11/3/8, éternité=66/19/47, éternelles=12/2/10, âges=47/0/47, depuis longtemps=8/0/8, permanente=7/2/5, tout temps=30/5/25, GROUP=6981/199/6782	enfer=11/11/0, séjour des morts=9/9/0, géhenne=11/11/0, l'étang de feu=4/4/0, abîmes de ténèbres=0/0/0, GROUP=35/35/0	enfer=11/11/0, séjour des morts=9/9/0, géhenne=11/11/0, l'étang de feu=4/4/0, GROUP=35/35/0	enfer=11/11/0, enfers=54/54/0, séjour des morts=9/9/0, profond des morts=0/0/0, sépulcre=35/0/35, GROUP=109/74/35	enfer=11/11/0, géhenne=11/11/0, GROUP=22/22/0	enfer=11/11/0, enfers=54/54/0, séjour des morts=9/9/0, profond des morts=0/0/0, sépulcre=35/0/35, O mort=0/0/0, GROUP=109/74/35	enfer=11/11/0, abîmes de ténèbres=0/0/0, GROUP=11/11/0	l'abîme=30/13/17, GROUP=30/13/17	l'étang de feu=4/4/0, dans l'étang ardent de feu=0/0/0, GROUP=4/4/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Stapfer-Bible	0	GROUP=0/0/0	l'éternité=3/3/0, éternelle=52/52/0, éternel=16/14/2, éternellement=8/8/0, siècles=27/24/3, monde=251/31/220, toujours=75/5/70, jamais=84/21/63, siècle=11/10/1, éternels=1/1/0, éternité=7/7/0, éternelles=2/2/0, âges=2/1/1, depuis longtemps=8/0/8, permanente=1/0/1, tout temps=4/1/3, GROUP=552/180/372	enfer=0/0/0, séjour des morts=1/1/0, géhenne=12/12/0, l'étang de feu=4/4/0, abîmes de ténèbres=0/0/0, GROUP=17/17/0	enfer=0/0/0, séjour des morts=1/1/0, géhenne=12/12/0, l'étang de feu=4/4/0, GROUP=17/17/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=1/1/0, profond des morts=0/0/0, sépulcre=16/0/16, GROUP=17/1/16	enfer=0/0/0, géhenne=12/12/0, GROUP=12/12/0	enfer=0/0/0, enfers=0/0/0, séjour des morts=1/1/0, profond des morts=0/0/0, sépulcre=16/0/16, O mort=0/0/0, GROUP=17/1/16	enfer=0/0/0, abîmes de ténèbres=0/0/0, GROUP=0/0/0	l'abîme=11/10/1, GROUP=11/10/1	l'étang de feu=4/4/0, dans l'étang ardent de feu=0/0/0, GROUP=4/4/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---French---French-Synodale-Bible	0	GROUP=0/0/0	l'éternité=9/6/3, éternelle=55/52/3, éternel=672/16/656, éternellement=75/16/59, siècles=34/30/4, monde=212/25/187, toujours=117/4/113, jamais=93/11/82, siècle=17/14/3, éternels=3/1/2, éternité=14/8/6, éternelles=4/1/3, âges=7/3/4, depuis longtemps=12/0/12, permanente=1/0/1, tout temps=22/2/20, GROUP=1347/189/1158	enfer=3/3/0, séjour des morts=9/9/0, géhenne=12/12/0, l'étang de feu=3/3/0, abîmes de ténèbres=0/0/0, GROUP=27/27/0	enfer=3/3/0, séjour des morts=9/9/0, géhenne=12/12/0, l'étang de feu=3/3/0, GROUP=27/27/0	enfer=3/3/0, enfers=1/1/0, séjour des morts=9/9/0, profond des morts=0/0/0, sépulcre=15/12/3, GROUP=28/25/3	enfer=3/3/0, géhenne=12/12/0, GROUP=15/15/0	enfer=3/3/0, enfers=1/1/0, séjour des morts=9/9/0, profond des morts=0/0/0, sépulcre=15/12/3, O mort=0/0/0, GROUP=28/25/3	enfer=3/3/0, abîmes de ténèbres=0/0/0, GROUP=3/3/0	l'abîme=16/10/6, GROUP=16/10/6	l'étang de feu=3/3/0, dans l'étang ardent de feu=2/2/0, GROUP=5/5/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---German---German-Elberfelder-1871	0	GROUP=0/0/0	ewige=58/15/43, ewigen=65/21/44, nimmermehr=10/3/7, ewiglich=177/4/173, ewigkeit=106/42/64, Welt=162/17/145, ewig=79/1/78, ewiges=34/29/5, derniers temps=0/0/0, zukünftigen Zeiten=0/0/0, ewiger=13/2/11, GROUP=704/134/570	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, GROUP=12/12/0	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, Tiefe fahren=0/0/0, GROUP=12/12/0	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=86/5/81, Tode=110/7/103, Toten=124/5/119, Tod=80/16/64, Todes=68/6/62, GROUP=480/51/429	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=12/12/0	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=86/5/81, Tode=110/7/103, Toten=124/5/119, Tod=80/16/64, Todes=68/6/62, GROUP=480/51/429	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=12/12/0	Abgrund=13/9/4, Abgrunds=0/0/0, Tiefe fahren=0/0/0, GROUP=13/9/4	den feurigen Pfuhl=0/0/0, der mit Feuer=2/1/1, GROUP=2/1/1	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---German---German-Elberfelder-1905	0	GROUP=0/0/0	ewige=58/15/43, ewigen=65/20/45, nimmermehr=10/3/7, ewiglich=176/4/172, ewigkeit=114/52/62, Welt=160/17/143, ewig=69/1/68, ewiges=33/28/5, derniers temps=0/0/0, zukünftigen Zeiten=0/0/0, ewiger=13/2/11, GROUP=698/142/556	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, GROUP=12/12/0	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, Tiefe fahren=0/0/0, GROUP=12/12/0	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=84/5/79, Tode=104/7/97, Toten=115/5/110, Tod=80/16/64, Todes=65/5/60, GROUP=460/50/410	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=12/12/0	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=84/5/79, Tode=104/7/97, Toten=115/5/110, Tod=80/16/64, Todes=65/5/60, GROUP=460/50/410	hölle=12/12/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=12/12/0	Abgrund=12/9/3, Abgrunds=0/0/0, Tiefe fahren=0/0/0, GROUP=12/9/3	den feurigen Pfuhl=0/0/0, der mit Feuer=2/1/1, GROUP=2/1/1	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---German---German-Katholiche-Riessler	0	GROUP=0/0/0	ewige=67/27/40, ewigen=59/25/34, nimmermehr=57/0/57, ewiglich=24/4/20, ewigkeit=96/47/49, Welt=270/34/236, ewig=144/10/134, ewiges=17/15/2, derniers temps=0/0/0, zukünftigen Zeiten=0/0/0, ewiger=17/0/17, GROUP=751/162/589	hölle=28/27/1, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, GROUP=28/27/1	hölle=28/27/1, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, Tiefe fahren=1/0/1, GROUP=29/27/2	hölle=28/27/1, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=55/4/51, Tode=82/5/77, Toten=118/6/112, Tod=176/18/158, Todes=51/5/46, GROUP=510/65/445	hölle=28/27/1, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=28/27/1	hölle=28/27/1, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=55/4/51, Tode=82/5/77, Toten=118/6/112, Tod=176/18/158, Todes=51/5/46, GROUP=510/65/445	hölle=28/27/1, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=28/27/1	Abgrund=12/8/4, Abgrunds=5/4/1, Tiefe fahren=1/0/1, GROUP=18/12/6	den feurigen Pfuhl=0/0/0, der mit Feuer=1/0/1, GROUP=1/0/1	NULL=1/0/1, GROUP=1/0/1
Holy-Bible---German---German-Kautzsch-Weizsacker	0	GROUP=0/0/0	ewige=31/10/21, ewigen=38/18/20, nimmermehr=77/6/71, ewiglich=6/0/6, ewigkeit=96/51/45, Welt=207/35/172, ewig=118/5/113, ewiges=31/28/3, derniers temps=0/0/0, zukünftigen Zeiten=0/0/0, ewiger=12/3/9, GROUP=616/156/460	hölle=18/18/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, GROUP=18/18/0	hölle=18/18/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, Tiefe fahren=0/0/0, GROUP=18/18/0	hölle=18/18/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=51/4/47, Tode=133/8/125, Toten=115/4/111, Tod=118/14/104, Todes=47/6/41, GROUP=482/54/428	hölle=18/18/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=18/18/0	hölle=18/18/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=51/4/47, Tode=133/8/125, Toten=115/4/111, Tod=118/14/104, Todes=47/6/41, GROUP=482/54/428	hölle=18/18/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=18/18/0	Abgrund=10/7/3, Abgrunds=3/2/1, Tiefe fahren=0/0/0, GROUP=13/9/4	den feurigen Pfuhl=0/0/0, der mit Feuer=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---German---German-Luther-Bible-1545	0	GROUP=0/0/0	ewige=64/41/23, ewigen=61/24/37, nimmermehr=35/5/30, ewiglich=252/14/238, ewigkeit=67/39/28, Welt=288/51/237, ewig=33/6/27, ewiges=20/1/19, derniers temps=0/0/0, zukünftigen Zeiten=1/1/0, ewiger=9/1/8, GROUP=830/183/647	hölle=81/76/5, höllen=3/3/0, höllische=2/2/0, höllischen=2/2/0, den feurigen Pfuhl=4/4/0, GROUP=92/87/5	hölle=81/76/5, höllen=3/3/0, höllische=2/2/0, höllischen=2/2/0, den feurigen Pfuhl=4/4/0, Tiefe fahren=2/2/0, GROUP=94/89/5	hölle=81/76/5, höllen=3/3/0, höllische=2/2/0, höllischen=2/2/0, grube=66/8/58, Tode=91/5/86, Toten=152/7/145, Tod=92/17/75, Todes=110/5/105, GROUP=599/125/474	hölle=81/76/5, höllen=3/3/0, höllische=2/2/0, höllischen=2/2/0, GROUP=88/83/5	hölle=81/76/5, höllen=3/3/0, höllische=2/2/0, höllischen=2/2/0, grube=66/8/58, Tode=91/5/86, Toten=152/7/145, Tod=92/17/75, Todes=110/5/105, GROUP=599/125/474	hölle=81/76/5, höllen=3/3/0, höllische=2/2/0, höllischen=2/2/0, GROUP=88/83/5	Abgrund=7/5/2, Abgrunds=2/2/0, Tiefe fahren=2/2/0, GROUP=11/9/2	den feurigen Pfuhl=4/4/0, der mit Feuer=2/1/1, GROUP=6/5/1	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---German---German-Luther-Bible-1912	0	GROUP=0/0/0	ewige=61/39/22, ewigen=67/25/42, nimmermehr=36/5/31, ewiglich=261/13/248, ewigkeit=69/39/30, Welt=286/51/235, ewig=31/6/25, ewiges=24/2/22, derniers temps=0/0/0, zukünftigen Zeiten=1/1/0, ewiger=8/1/7, GROUP=844/182/662	hölle=61/60/1, höllen=1/1/0, höllische=3/3/0, höllischen=2/2/0, den feurigen Pfuhl=4/4/0, GROUP=71/70/1	hölle=61/60/1, höllen=1/1/0, höllische=3/3/0, höllischen=2/2/0, den feurigen Pfuhl=4/4/0, Tiefe fahren=2/2/0, GROUP=73/72/1	hölle=61/60/1, höllen=1/1/0, höllische=3/3/0, höllischen=2/2/0, grube=77/12/65, Tode=82/10/72, Toten=154/11/143, Tod=112/19/93, Todes=114/6/108, GROUP=606/124/482	hölle=61/60/1, höllen=1/1/0, höllische=3/3/0, höllischen=2/2/0, GROUP=67/66/1	hölle=61/60/1, höllen=1/1/0, höllische=3/3/0, höllischen=2/2/0, grube=77/12/65, Tode=82/10/72, Toten=154/11/143, Tod=112/19/93, Todes=114/6/108, GROUP=606/124/482	hölle=61/60/1, höllen=1/1/0, höllische=3/3/0, höllischen=2/2/0, GROUP=67/66/1	Abgrund=10/7/3, Abgrunds=3/3/0, Tiefe fahren=2/2/0, GROUP=15/12/3	den feurigen Pfuhl=4/4/0, der mit Feuer=3/1/2, GROUP=7/5/2	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---German---German-Reinhardt-Bible	0	GROUP=0/0/0	ewige=4/4/0, ewigen=2/2/0, nimmermehr=2/1/1, ewiglich=5/5/0, ewigkeit=12/11/1, Welt=75/3/72, ewig=0/0/0, ewiges=13/12/1, derniers temps=0/0/0, zukünftigen Zeiten=0/0/0, ewiger=0/0/0, GROUP=113/38/75	hölle=0/0/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, GROUP=0/0/0	hölle=0/0/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, Tiefe fahren=0/0/0, GROUP=0/0/0	hölle=0/0/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=3/0/3, Tode=11/1/10, Toten=31/1/30, Tod=10/3/7, Todes=10/0/10, GROUP=65/5/60	hölle=0/0/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=0/0/0	hölle=0/0/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=3/0/3, Tode=11/1/10, Toten=31/1/30, Tod=10/3/7, Todes=10/0/10, GROUP=65/5/60	hölle=0/0/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=0/0/0	Abgrund=1/1/0, Abgrunds=0/0/0, Tiefe fahren=0/0/0, GROUP=1/1/0	den feurigen Pfuhl=0/0/0, der mit Feuer=0/0/0, GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---German---German-Tafel-Bible	0	GROUP=0/0/0	ewige=61/26/35, ewigen=51/22/29, nimmermehr=21/1/20, ewiglich=103/8/95, ewigkeit=194/39/155, Welt=197/23/174, ewig=31/3/28, ewiges=21/18/3, derniers temps=0/0/0, zukünftigen Zeiten=1/1/0, ewiger=11/2/9, GROUP=691/143/548	hölle=60/60/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, GROUP=60/60/0	hölle=60/60/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, den feurigen Pfuhl=0/0/0, Tiefe fahren=0/0/0, GROUP=60/60/0	hölle=60/60/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=62/4/58, Tode=78/4/74, Toten=127/6/121, Tod=95/17/78, Todes=110/4/106, GROUP=532/95/437	hölle=60/60/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=60/60/0	hölle=60/60/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, grube=62/4/58, Tode=78/4/74, Toten=127/6/121, Tod=95/17/78, Todes=110/4/106, GROUP=532/95/437	hölle=60/60/0, höllen=0/0/0, höllische=0/0/0, höllischen=0/0/0, GROUP=60/60/0	Abgrund=13/6/7, Abgrunds=1/0/1, Tiefe fahren=0/0/0, GROUP=14/6/8	den feurigen Pfuhl=0/0/0, der mit Feuer=11/1/10, GROUP=11/1/10	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Gourma---Gourma-Bible	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Gourmantche---Gourmantche-Bible	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Greek---Greek-Antoniades	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Greek---Greek-Byzantine-Majority	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Greek---Greek-LXX-Septuagint	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Greek---Greek-Majority-Text	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Greek---Greek-Nestle	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Greek---Greek-Pickering-Family-35	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Greek---Greek-Textus-Receptus	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
Holy-Bible---Greek---Greek-Textus-Receptus-Boyd	0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	GROUP=0/0/0	NULL=0/0/0, GROUP=0/0/0
