# File Name: IVERSE.txt
# File Size: 891829      
# File Date: 12/23/2024 02:01:04
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2024
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	REF	TEXT
BIBLE	REFERENCE	TEXT
Holy-Bible---English---World-English-Bible	HEB-011-008	Hebrews 11:8	By faith Abraham, when he was called, obeyed to go out to the place which he was to receive for an inheritance. He went out, not knowing where he went.
Holy-Bible---English---World-English-Bible	EXO-013-017	Exodus 13:17	When Pharaoh had let the people go, God didn’t lead them by the way of the land of the Philistines, although that was near; for God said, “Lest perhaps the people change their minds when they see war, and they return to Egypt”;
Holy-Bible---English---World-English-Bible	MAR-010-045	Mark 10:45	For the Son of Man also came not to be served but to serve, and to give his life as a ransom for many.”
Holy-Bible---English---World-English-Bible	ROM-001-001	Romans 1:1	Paul, a servant of Jesus Christ, called to be an apostle, set apart for the Good News of God,
Holy-Bible---English---World-English-Bible	MAT-028-019	Matthew 28:19	Go and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,
Holy-Bible---English---World-English-Bible-British-Edition	JOH-003-016	John 3:16	For God so loved the world, that he gave his only born Son, that whoever believes in him should not perish, but have eternal life.
Holy-Bible---English---World-English-Bible-British-Edition	GEN-003-024	Genesis 3:24	So he drove out the man; and he placed cherubim at the east of the garden of Eden, and a flaming sword which turned every way, to guard the way to the tree of life.
Holy-Bible---English---World-English-Bible-British-Edition	LUK-023-034	Luke 23:34	Jesus said, “Father, forgive them, for they don’t know what they are doing.” Dividing his garments amongst them, they cast lots.
Holy-Bible---English---World-English-Bible-British-Edition	REV-021-002	Revelation 21:2-3	I saw the holy city, New Jerusalem, coming down out of heaven from God, prepared like a bride adorned for her husband. I heard a loud voice out of heaven saying, “Behold, God’s dwelling is with people; and he will dwell with them, and they will be his people, and God himself will be with them as their God.
Holy-Bible---English---World-English-Bible-British-Edition	HEB-011-008	Hebrews 11:8	By faith Abraham, when he was called, obeyed to go out to the place which he was to receive for an inheritance. He went out, not knowing where he went.
Holy-Bible---English---World-English-Bible-British-Edition	EXO-013-017	Exodus 13:17	When Pharaoh had let the people go, God didn’t lead them by the way of the land of the Philistines, although that was near; for God said, “Lest perhaps the people change their minds when they see war, and they return to Egypt”;
Holy-Bible---English---World-English-Bible-British-Edition	MAR-010-045	Mark 10:45	For the Son of Man also came not to be served but to serve, and to give his life as a ransom for many.”
Holy-Bible---English---World-English-Bible-British-Edition	ROM-001-001	Romans 1:1	Paul, a servant of Jesus Christ, called to be an apostle, set apart for the Good News of God,
Holy-Bible---English---World-English-Bible-British-Edition	MAT-028-019	Matthew 28:19	Go and make disciples of all nations, baptising them in the name of the Father and of the Son and of the Holy Spirit,
Holy-Bible---English---World-English-Bible-Updated	JOH-003-016	John 3:16	For God so loved the world, that he gave his only born Son, that whoever believes in him should not perish, but have eternal life.
Holy-Bible---English---World-English-Bible-Updated	GEN-003-024	Genesis 3:24	So he drove out the man; and he placed cherubim at the east of the garden of Eden, and a flaming sword which turned every way, to guard the way to the tree of life.
Holy-Bible---English---World-English-Bible-Updated	LUK-023-034	Luke 23:34	Jesus said, “Father, forgive them, for they don’t know what they are doing.” Dividing his garments among them, they cast lots.
Holy-Bible---English---World-English-Bible-Updated	REV-021-002	Revelation 21:2-3	I saw the holy city, New Jerusalem, coming down out of heaven from God, prepared like a bride adorned for her husband. I heard a loud voice out of heaven saying, “Behold, God’s dwelling is with people; and he will dwell with them, and they will be his people, and God himself will be with them as their God.
Holy-Bible---English---World-English-Bible-Updated	HEB-011-008	Hebrews 11:8	By faith Abraham, when he was called, obeyed to go out to the place which he was to receive for an inheritance. He went out, not knowing where he went.
Holy-Bible---English---World-English-Bible-Updated	EXO-013-017	Exodus 13:17	When Pharaoh had let the people go, God didn’t lead them by the way of the land of the Philistines, although that was near; for God said, “Lest perhaps the people change their minds when they see war, and they return to Egypt”;
Holy-Bible---English---World-English-Bible-Updated	MAR-010-045	Mark 10:45	For the Son of Man also came not to be served but to serve, and to give his life as a ransom for many.”
Holy-Bible---English---World-English-Bible-Updated	ROM-001-001	Romans 1:1	Paul, a servant of Jesus Christ, called to be an apostle, set apart for the Good News of God,
Holy-Bible---English---World-English-Bible-Updated	MAT-028-019	Matthew 28:19	Go and make disciples of all nations, baptizing them in the name of the Father and of the Son and of the Holy Spirit,
Holy-Bible---English---World-English-Bible-Updated-British	JOH-003-016	John 3:16	For God so loved the world, that he gave his only born Son, that whoever believes in him should not perish, but have eternal life.
Holy-Bible---English---World-English-Bible-Updated-British	GEN-003-024	Genesis 3:24	So he drove out the man; and he placed cherubim at the east of the garden of Eden, and a flaming sword which turned every way, to guard the way to the tree of life.
Holy-Bible---English---World-English-Bible-Updated-British	LUK-023-034	Luke 23:34	Jesus said, “Father, forgive them, for they don’t know what they are doing.” Dividing his garments amongst them, they cast lots.
Holy-Bible---English---World-English-Bible-Updated-British	REV-021-002	Revelation 21:2-3	I saw the holy city, New Jerusalem, coming down out of heaven from God, prepared like a bride adorned for her husband. I heard a loud voice out of heaven saying, “Behold, God’s dwelling is with people; and he will dwell with them, and they will be his people, and God himself will be with them as their God.
Holy-Bible---English---World-English-Bible-Updated-British	HEB-011-008	Hebrews 11:8	By faith Abraham, when he was called, obeyed to go out to the place which he was to receive for an inheritance. He went out, not knowing where he went.
Holy-Bible---English---World-English-Bible-Updated-British	EXO-013-017	Exodus 13:17	When Pharaoh had let the people go, God didn’t lead them by the way of the land of the Philistines, although that was near; for God said, “Lest perhaps the people change their minds when they see war, and they return to Egypt”;
Holy-Bible---English---World-English-Bible-Updated-British	MAR-010-045	Mark 10:45	For the Son of Man also came not to be served but to serve, and to give his life as a ransom for many.”
Holy-Bible---English---World-English-Bible-Updated-British	ROM-001-001	Romans 1:1	Paul, a servant of Jesus Christ, called to be an apostle, set apart for the Good News of God,
Holy-Bible---English---World-English-Bible-Updated-British	MAT-028-019	Matthew 28:19	Go and make disciples of all nations, baptising them in the name of the Father and of the Son and of the Holy Spirit,
Holy-Bible---English---World-Messianic-Bible	JOH-003-016	Yochanan 3:16	For God so loved the world, that he gave his only born Son, that whoever believes in him should not perish, but have eternal life.
Holy-Bible---English---World-Messianic-Bible	GEN-003-024	Genesis 3:24	So he drove out the man; and he placed cherubim at the east of the garden of Eden, and a flaming sword which turned every way, to guard the way to the tree of life.
Holy-Bible---English---World-Messianic-Bible	LUK-023-034	Luke 23:34	Yeshua said, “Father, forgive them, for they don’t know what they are doing.” Dividing his garments among them, they cast lots.
Holy-Bible---English---World-Messianic-Bible	REV-021-002	Revelation 21:2-3	I saw the holy city, New Jerusalem, coming down out of heaven from God, prepared like a bride adorned for her husband. I heard a loud voice out of heaven saying, “Behold, God’s dwelling is with people; and he will dwell with them, and they will be his people, and God himself will be with them as their God.
Holy-Bible---English---World-Messianic-Bible	HEB-011-008	Hebrews 11:8	By faith Abraham, when he was called, obeyed to go out to the place which he was to receive for an inheritance. He went out, not knowing where he went.
Holy-Bible---English---World-Messianic-Bible	EXO-013-017	Exodus 13:17	When Pharaoh had let the people go, God didn’t lead them by the way of the land of the Philistines, although that was near; for God said, “Lest perhaps the people change their minds when they see war, and they return to Egypt”;
Holy-Bible---English---World-Messianic-Bible	MAR-010-045	Mark 10:45	For the Son of Man also came not to be served but to serve, and to give his life as a ransom for many.”
Holy-Bible---English---World-Messianic-Bible	ROM-001-001	Romans 1:1	Paul, a servant of Yeshua the Messiah, called to be an emissary, set apart for the Good News of God,
Holy-Bible---English---World-Messianic-Bible	MAT-028-019	Matthew 28:19	Go and make disciples of all nations, immersing them in the name of the Father and of the Son and of the Holy Spirit,
Holy-Bible---English---World-Messianic-Bible-British-Edition	JOH-003-016	Yochanan 3:16	For God so loved the world, that he gave his only born Son, that whoever believes in him should not perish, but have eternal life.
Holy-Bible---English---World-Messianic-Bible-British-Edition	GEN-003-024	Genesis 3:24	So he drove out the man; and he placed cherubim at the east of the garden of Eden, and a flaming sword which turned every way, to guard the way to the tree of life.
Holy-Bible---English---World-Messianic-Bible-British-Edition	LUK-023-034	Luke 23:34	Yeshua said, “Father, forgive them, for they don’t know what they are doing.” Dividing his garments amongst them, they cast lots.
Holy-Bible---English---World-Messianic-Bible-British-Edition	REV-021-002	Revelation 21:2-3	I saw the holy city, New Jerusalem, coming down out of heaven from God, prepared like a bride adorned for her husband. I heard a loud voice out of heaven saying, “Behold, God’s dwelling is with people; and he will dwell with them, and they will be his people, and God himself will be with them as their God.
Holy-Bible---English---World-Messianic-Bible-British-Edition	HEB-011-008	Hebrews 11:8	By faith Abraham, when he was called, obeyed to go out to the place which he was to receive for an inheritance. He went out, not knowing where he went.
Holy-Bible---English---World-Messianic-Bible-British-Edition	EXO-013-017	Exodus 13:17	When Pharaoh had let the people go, God didn’t lead them by the way of the land of the Philistines, although that was near; for God said, “Lest perhaps the people change their minds when they see war, and they return to Egypt”;
