# File Name: Greek_Lexicon_Tyndale.txt
# File Size: 2820042     
# File Date: 02/20/2021 19:26:27
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Tyndale House, Cambridge, www.TyndaleHouse.com
# Source Content: Extended Strong's Greek Lexicon
# Source Link: https://tyndale.github.io/STEPBible-Data
# Source Application: https://www.STEPBible.org
# Source Copyright: Creative Commons Attribution Non-Commercial 4.0
# Source Definitions: Uses Abbot-Smith or Middle Liddel or Mounce's Teknia when entries are missing. 
# Source Definitions: (AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
# Source Definitions: (ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
# Source Definitions: (MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) - used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
# COLUMNS
#	STRONGS
#		Strong's number with extensions
#		G0001  - G5624,  Strongs numbers from original set made by Strong for Greek behind the KJV  
#		G3203  - G3302,  Not used for some reason
#		G5627  - G5799,  Greek morphology codes  (these numbers aren't used in this lexicon) 
#		G5800  - G5893,  Greek Synonyms - see http://studybible.info/strongs/G5800  (these numbers aren't used in this lexicon) 
#		G6000  - G6090,  Extra Strongs Numbers in NASB mainly for variants not known to Strong. (they remain the same so it is backward-compatible with NASB) 
#		G6100  - G9979,  Extra Greek from Apostolic Bible Project mainly for LXX words not found in NT (including Greek names that don't occur in the Hebrew) 
#		G6091  - G6099,  G9980 - G9999, Extra Greek for variants which are not included in NASB or Apostolic Bible  
#		G10000 - G19999, Greek equivalent of Strongs Hebrew numbers for names and transliterated words eg  Abagtha (H0005) = G10005. When there is a NT equivalent, this is the STEP_LexicalTag
#		G20000 - G20199, Words where  the Full LSJ entry refers to the LXX, but they are not referred to in the AB tagging because they only occur in non-Protestant canons or in MSS other than Vaticanus (used by AB)
#	WORD
#		Greek word in unicode lexical form. Based on LSJ but conforming to BADG when the difference may be confusing.
#	TRANS
#		Transliteration
#	GLOSS
#		A meaning in one word or as few as possible (by Tyndale scholars)
#	MORPH
#		Simple gramatical value of the main word represented as Language:Type-Gender-Extra
#		Language is A=Aramaic, H=Hebrew, G=Greek and N=Name (which is not language specific).
#		Type is A=Adjective, Adv=Adverb, Art=Article, Cond=Conditional, Conj=Conjunction, Cor=Correlative, DemP=Demonstrative Pn, ImpP=Impersonal Pn, Intg=Interogative,
#			Intj=Interjection, N=Noun, Neg=Negative, Part=Particle, Prep=Preposition, PerP=Personal Pn, PosP=Possessive Pn, RefP=Reflexive Pn, RelP=Relative Pn, V=Verb.
#		Gender is F=Female, M=Male, N=Neuter, C=Common and P or S is optionally added for Plural Singular
#		Extra for Names is L=Location, P=Person, LG/PG=Gentilic, T=Title (i.e. any other capitalised nouns such as titles, months, gods, planets etc)
#	DEF
#		Definition, lexical entry.
#		The Brief lexicon uses Abbot-Smith or MiddleLiddel or Mounce's Teknia when entries are missing.
#		(AS) = Abbott Smith - from https://github.com/translatable-exegetical-tools/Abbott-Smith, with corrections and adapted by Tyndale Scholars. 
#		(ML) = Middle Liddell - from Perseus - used for Meaning in the Brief lexicon when there is no entry by (AS)
#		(MT) = Mounce's Teknia Greek dictionary - from www.billmounce.com/greek-dictionary (with permission) -  used for Meaning in the Brief lexicon when there is no entry by (AS) or (ML)
#
STRONGS	WORD	TRANS	GLOSS	MORPH	DEF
G2229	ἦ	ē	surely	G:Adv	(μήν), see: εἰ, iii, 7. εἰ, conjunctive particle, used in conditions and in indirect questions. I. Conditional, if; 1) with indic, expressing a general assumption; (a) pres: before indic, pres, Mat.11:14, Rom.8:25, al; before imperat, Mrk.4:23 9:22, Jhn.15:18, 1Co.7:9, al; before fut. indic, Luk.16:31, Rom.8:11, al; before pf. or aor, with negation in apodosis, Mat.12:26, Rom.4:14, al; similarly, before impf, Luk.17:6, Jhn.8:39; before quæst, Mat.6:23, Jhn.5:47 7:23 8:46, 1Pe.2:20; (b) fut: Mat.26:33, 1Pe.2:20; (with) pf: Jhn.11:12, Rom.6:5, al; (d) aor: Luk.16:11 19:8, Jhn.13:32, 18:23, Rev.20:15, al. 2) Where the assumption is certain = ἐπεί: Mat.12:28, Jhn.7:4, Rom.5:17, al. 3) Of an unfulfilled condition, with indic, impf, aor. or plpf, before ἄν, with imp. or aor. (see: ἄν, I, i). 4) C. indic, after verbs denoting wonder, etc, sometimes, but not always, coupled with an element of doubt: Mrk.15:44, 1Jn.3:13, al. 5) C. indic, as in LXX (Num.14:3 o, 1Ki.14:45, al. = Heb. אִם), in oaths, with the formula of imprecation understood in a suppressed apodosis (WM, 627; Burton, §272): Mrk.8:12, Heb.3:11 " (LXX) 4:3 (LXX). 6) Rarely (cl.) with optative, to express a merely possible condition: Act.24:19 27:39, 1Co.14:10 15:37, I Pe3:14, 17. II. Interrogative, if, whether. 1) As in cl, in indir. questions after verbs of seeing, asking, knowing, saying, etc: with indic. pres, Mat.26:63, Mrk.15:36, Act.19:2, 2Co.13:5, al; fut, Mrk.3:2, Act.8:22, al; aor, Mrk.15:44, 1Co.1:16, al; with subjc. aor. (M, Pr, 194), Php.3:12. 2) As in LXX (= Heb. אִם and interrog. הֲ, Gen.17:17, al; see WM, 639f; Viteau, i, 22), in direct questions: Mrk.8:23 (Tr, WH, txt.), Luk.13:23, 22:49, Act.19:2, al. III. With other particles. 1) εἰ ἄρα, εἴγε, εἰ δὲ μήγε, see: ἄρα, γε. 2) εἰ δὲ καί, but if also: Luk.11:18; but even if, 1Co.4:7, 2Co.4:3 11:16. 3) εἰ δὲ μή, but if not, but if otherwise: Mrk.2:21, 22 Jhn.14:2, Rev.2:5, al. 4) εἰ καί, if even, if also, although: Mrk.14:29, Luk.11:8, 1Co.7:21, 2Co.4:16, Php.2:17, al. 5) καὶ εἰ, even if, see: καί 6) εἰ μή, if not, unless, except, but only: Mat.24:22, Mrk.2:26 6:5, Jhn.9:33, 1Co.7:17 (only), Gal.1:19 (cf. ἐὰν μή, 2:16; see Hort, Ja, xvi); ἐκτὸς εἰ μή, pleonastic (Bl, §65, 6), 1Co.14:5 15:2, 1Ti.5:19. 7) εἰ μήν = cl. ἦ μήν (M, Pr, 46), in oaths, surely (Eze.33:27, al.): Heb.6:14. 8) εἴ πως, if haply: Act.27:12, Rom.1:10. 9) εἴτε. εἴτε, whether. or; Rom.12:6-8, 1Co.3:22 13:8, al. (AS)
G2230	ἡγεμονεύω	hēgemoneuō	to govern	G:V	(&lt; ἡγεμών), 1) to lead the way. 2) to lead in war, command (of. Ramsay, Was Christ born at Bethlehem; DCG, ii, 463 f.). 3) to be governor of a province: with genitive loc, Luk.2:2 3:1. (AS)
G2231	ἡγεμονία	hēgemonia	reign	G:N-F	-ας, ἡ (&lt; ἡγεμών), [in LXX: Gen.36:30 (אַלּוּף), Num.1:52 2:17, (דֶּגֶל), Sir.7:4 10:1, 4Ma.6:33 4Mac 13:4 *;] rule, sovereignty: Luk.3:1. (AS)
G2232	ἡγεμών	hēgemōn	ruler	G:N-M	-όνος, ὁ (ἡγέομαι) [in LXX for אַלּוּף, שַׂר, etc;] 1) a leader, guide. 2) a commander. 3) a governor of a province (pro­consul, proprietor, legate, or procurator; but cf. ἀνθύπατος): Mat.10:18, Mrk.13:9, Luk.21:12, 1Pe.2:14; of the Procurator of Judæa, Mat.27:2, 11 27:14-15, 21 27:27 28:14, Luk.20:20, Act.23:24, 26 23:33 24:1, 10 26:30. 4) For Heb. אַלְפֵי (LXX, χίλιαι) misread אַלֻּפֵי, leaders: Mat.2:6 (OT). (AS)
G2233	ἡγέομαι	hēgeomai	to govern	G:V	-οῦμαι depon. mid, [in LXX (chiefly Pres. ptcp.) for נָגִיד, רֹאשׁ, שַׂר, etc;] 1) to lead; (a) to guide, go before; (b) to rule, be leader: pres. ptcp, ἡγούενος, a ruler, leader (MM, Exp, xiv), Mat.2:6 (LXX), Luk.22:26, Act.7:10 14:12 15:22, Heb.13:7, 17 13:24. 2) to suppose, believe, consider, think (Hdt, Soph, al; of. Lat. duco): with dupl. accusative, Act.26:2, Php.2:3, 6 3:7, 1Ti.1:12 6:1, Heb.10:29 11:11, 26, 2Pe.1:13 2:13 3:9 3:15; with accusative before ὡς, with accusative, 2Th.3:15; with accusative before adv, 1Th.5:13; ὅταν, Jas.1:2; ἀναγκαῖον, with inf, 2Co.9:5, Php.2:25; δίκαιον, with inf, 2Pe.1:13; with accusative and inf, Php.3:8 (of. δι, ἐκ-δι, ἐξ- προ-ηγέομαι). (AS)
G2234	ἡδέως	hēdeōs	gladly	G:Adv	adv. (&lt; ἡδύς, sweet), [in LXX: Pro.3:24 (עָרַב), etc;] gladly, with pleasure: Mrk.6:20 12:37, 2Co.11:19; superlat, ἥδιστα, very gladly (B1, § 11, 3), 2Co.12:9 12:15. (AS)
G2235	ἤδη	ēdē	already	G:Adv	adv, in NT, always of time; now, already: Mat.3:10, Mrk.4:37, Luk.7:6, Jhn.4:36, al; νῦν. ἤ, now already, 1Jn.4:3; ἤ. ποτέ, now at length, with fut, Rom.1:10 (cf. ἄρτι) (AS)
G2236	ἥδιστα	hēdista	most gladly	G:A	see: ἡδέως. ἡδέως adv. (&lt; ἡδύς, sweet), [in LXX: Pro.3:24 (עָרַב), etc;] gladly, with pleasure: Mrk.6:20 12:37, 2Co.11:19; superlat, ἥδιστα, very gladly (B1, § 11, 3), 2Co.12:9 12:15. (AS)
G2237	ἡδονή	hēdonē	pleasure	G:N-F	-ῆς, ἡ (&lt; ἥδομαι, to be glad) [in LXX: Num.11:8 (טַעַם), Pro.17:1, Wis.7:2 16:20, and freq. in 4Mac;] pleasure: 2Pe.2:13; pl, Luk.8:14, Tit.3:3, Jas.4:1, (AS)
G2238	ἡδύοσμος	hēduosmos	mint	G:N-N	ἡδύ-οσμος, -ον (&lt; ἡδύς, ὀσμή) sweet-smelling; as subst, τὸ ἡ, mint: Mat.23:23, Luk.11:42. (AS)
G2239	ἦθος	ēthos	moral	G:N-N	-εος (-ους), τό [in LXX: Sir.20:26, 4Ma.1:29 4Mac 2:7 4Mac 2:21 4Mac 5:24 4Mac 13:27 *;] 1 1, a haunt, abode. 2) = ἔθος, custom, manner: pl, 1Co.15:33. (AS)
G2240	ἥκω	hēkō	to come/be present	G:V	[in LXX chiefly for בּוֹא;] pf. with pres. meaning (hence impf. = plpf.), to have come, be present: Mat.24:50, Mrk.8:3 (late pf, ἧκα, see Swete, in l; WH, App, 169), Luk.12:46 15:27, Jhn.8:42, Heb.10:7, 9 10:37, I Jn 5:20, Rev.2:25 3:3, 9 15:4; before ἀπό, with genitive loc, Mat.8:11, Luk.13:29; ἐκ, Rom.11:26; id. before εἰς, Jhn.4:47; μακρόθεν, Mrk.8:3; ἐπί, with accusative, Rev.3:3. Metaph, of discipleship: Jhn.6:37; of time and events: absol, Mat.24:14, Jhn.2:4, 2Pe.3:10, Rev.18:8; before ἐπί with accusative of person(s), Mat.23:36, Luk.19:43 (cf. ἀν, καθ-ήκω). (AS)
G2241	ἠλί	ēli	Eli	G:N-M	ἡλεί (Rec. ἠλί L, ἠλί; Heb. אֵל), Eli, my God: Mat.27:46 (cf. ἐλωΐ). (AS)
G2242	Ἡλί	Hēli	Heli	N:N-M-P	Ἡλεί (Rec. Ἡλί; RV, Ἡλί), ὁ, indecl, Heli, Joseph's father: Luk.3:23. (AS)
G2243	Ἡλίας	Hēlias	Elijah	N:N-M-P	Ἡλείας (Rec. Ἡλίας; L Tr, Ἡίας; T, Ἡλείας; cf. WH, App, 155, Intr, § 408), -ου (-α, Luk.1:17, WH), ὁ (Heb. אֵלִיָּה,), Elijah (3Ki.17:1-24, al.): Mat.11:14 16:14 17:3-4, 10-12 27:47, 49, Mrk.6:15 8:28 9:4-5, 11-13 15:35-36 Luk.1:17 4:25-26 9:8, 19 9:30, 33 9:54, Jhn.1:21, 25, Jas.5:17; ἐν Ἠ, in the portion concerning E, Rom.11:2. (AS)
G2244	ἡλικία	hēlikia	age/height	G:N-F	-ας, ἡ (&lt; ἧλιξ, of the same age, mature), [in LXX: Eze.13:18 (קוֹמָה), Job.29:18, Wis.4:9, Sir.26:17, freq. in 2-4 Mac;] always of age or maturity; "a stage of growth whether measured by age or stature"; 1) (a) age: Mat.6:27, Luk.12:25 (R, mg.), Heb.11:11; (b) full age, maturity: Jhn.9:21, 23, Eph.4:13. 2) stature: Luk.19:3 (Mat.6:27, Luk.12:25, AV, R, txt; but the prevailing usage in LXX and π. favours the former meaning in these doubtful passages; cf, Ellic, ICC, AR, on Eph, l.with; Milligan, NTD, 74 f, and esp, MM, Exp, xv; e contra, Field, Notes, 6). (AS)
G2245	ἡλίκος	hēlikos	how great	G:Cor+G:Intg	-η, -ον 1) prop, as big as, as old as. 2) As indirect interrog, what sized, what, how great, how small (the sense to be determined by the context): Col.2:1, Jas.3:5, Gal.6:11 (WH, mg; πηλ, WH, txt, RV). (AS)
G2246	ἥλιος	hēlios	sun	G:N-M	-ου, ὁ [in LXX chiefly for שֶׁמֶשׁ;] the sun: with art. (El, § 46, 5), Mat.5:45 13:43 17:2 24:29, Mrk.1:32 4:6 13:24 16:2, Luk.4:40, Act.2:20 " (LXX) Act.26:13, Eph.4:26, Jas.1:11, Rev.1:16 6:12 8:12 9:2 10:1 12:1 16:8 19:17 21:23; βλέπειν τὸν ἥ, Act.13:11; οὐδὲ μὴ πέσῃ ἐπ᾽ αὐτοὺς ὁ ἥ, Rev.7:16; without art, Mat.13:6, Luk.21:25 23:45, Act.27:20, 1Co.15:41, Rev.7:2 16:12 22:5. (AS)
G2247	ἧλος	hēlos	nail	G:N-M	-ου, ὁ [in LXX: Isa.41:7 מַסְמֵר etc;] a nail: Jhn.20:25. (AS)
G2248	ἡμᾶς	hēmas	us	G:PerP	ἐγώ, genitive, etc, ἐμοῦ, ἐμοί, ἐμέ (enclitic μου, μοι, με), pl. ἡμεῖς, -ῶν, -ῖν, -ᾶς, of person(s) pron. I. (a) The nom. is usually emphatic, when expressed as subjc, as in Mat.3:11, Mrk.1:8, Luk.3:16, al. But often there is no apparent emphasis, as Mat.10:16, Jhn.10:17; ἰδοὺ ἐ. (= Heb. הִנֵּנִי, cf. 1Ki.3:8), Act.9:10; ἐ. (like Heb. אֲנִי), I am, Jhn.1:23 (LXX), Act.7:32 (LXX). (b) The enclitic forms (see supr.) are used with nouns, adjectives, verbs, adverbs, where there is no emphasis: ἐν τ. πατρί μου, Jhn.14:20; μου τ. λόγους, Mat.7:24; ὀπίσω μου, Mat.3:11; ἰσχυρότερός μου, ib; λέγει μοι, Rev.5:5; also with the prep. πρός, as Mrk.9:19, al. The full forms (ἐμοῦ, etc.) are used with the other prepositions, as δι᾽ ἐμοῦ, ἐν ἐμοί, εἰς ἐμέ, etc, also for emphasis, as Luk.10:16, Jhn.7:23, Mrk.14:7, al. (with) The genitive μου and ἡμῶν are often used for the poss. pronouns ἐμός, ἡμέτερος: τ. λαόν μου, Mat.2:6; μου τῂ ἀπιστιᾳ, Mrk.9:24. (d) τί ἐμοὶ καὶ σοί (= Heb. מַה־לִי וָלָךְ, Jdg.11:12, al.), i.e. what have we in common: Mat.8:29, Mrk.1:24, 5:7, Luk.8:28, Jhn.2:4; τί γάρ μοι, 1Co.5:2. (e) The interchange of ἐγώ and ἡμεῖς, common in π, appears in Pauline Epp. (see M, Pr, 86f, M, Th, 131f.). (f) κἀγώ (= καὶ ἐγώ, and I, even I, I also: Mat.2:8, Luk.2:48, Jhn.6:56, Rom.3:7, 1Co.7:40, al; κἀγώ. καί, both. and, Jhn.7:28. (AS)
G2249	ἡμεῖς	hēmeis	we	G:PerP	see: ἐγώ. ἐγώ, genitive, etc, ἐμοῦ, ἐμοί, ἐμέ (enclitic μου, μοι, με), pl. ἡμεῖς, -ῶν, -ῖν, -ᾶς, of person(s) pron. I. (a) The nom. is usually emphatic, when expressed as subjc, as in Mat.3:11, Mrk.1:8, Luk.3:16, al. But often there is no apparent emphasis, as Mat.10:16, Jhn.10:17; ἰδοὺ ἐ. (= Heb. הִנֵּנִי, cf. 1Ki.3:8), Act.9:10; ἐ. (like Heb. אֲנִי), I am, Jhn.1:23 (LXX), Act.7:32 (LXX). (b) The enclitic forms (see supr.) are used with nouns, adjectives, verbs, adverbs, where there is no emphasis: ἐν τ. πατρί μου, Jhn.14:20; μου τ. λόγους, Mat.7:24; ὀπίσω μου, Mat.3:11; ἰσχυρότερός μου, ib; λέγει μοι, Rev.5:5; also with the prep. πρός, as Mrk.9:19, al. The full forms (ἐμοῦ, etc.) are used with the other prepositions, as δι᾽ ἐμοῦ, ἐν ἐμοί, εἰς ἐμέ, etc, also for emphasis, as Luk.10:16, Jhn.7:23, Mrk.14:7, al. (with) The genitive μου and ἡμῶν are often used for the poss. pronouns ἐμός, ἡμέτερος: τ. λαόν μου, Mat.2:6; μου τῂ ἀπιστιᾳ, Mrk.9:24. (d) τί ἐμοὶ καὶ σοί (= Heb. מַה־לִי וָלָךְ, Jdg.11:12, al.), i.e. what have we in common: Mat.8:29, Mrk.1:24, 5:7, Luk.8:28, Jhn.2:4; τί γάρ μοι, 1Co.5:2. (e) The interchange of ἐγώ and ἡμεῖς, common in π, appears in Pauline Epp. (see M, Pr, 86f, M, Th, 131f.). (f) κἀγώ (= καὶ ἐγώ, and I, even I, I also: Mat.2:8, Luk.2:48, Jhn.6:56, Rom.3:7, 1Co.7:40, al; κἀγώ. καί, both. and, Jhn.7:28. (AS)
G2250	ἡμέρα	hēmera	day	G:N-F	-ας, ἡ, [in LXX chiefly (very freq.) for יוֹם;] day; 1) as distinct from night: genitive ἡμέρας, by day (WM, §30, 11), Rev.21:25; ἡ. κ. νυκτός (ν. κ. ̔ἡ.), Act.9:24, 1Th.2:9, 2Th.3:8, Rev.4:8 (BL, §36, 13); ἡμέρας μέσης, at mid-day, Act.26:13; accusative durat, τ. ἡμέρας, Luk.21:37; ὅλην τὴν ἡ, Rom.8:36; ἐν ἡμέρα, Jhn.11:9, Rom.13:13; ἡμέρας ὁδός, a day's journey, Luk.2:44; ἡ. γίνεται, Lk 4:42 22:66; κλίνει, Luk.9:12, al; metaph, Jhn.9:4, Rom.13:12, 1Th.5:4, 5 8, 2Pe.1:19. 2) Of a civil day of 24 hours, incl. night: Mat.6:34, Mrk.6:21, Luk.13:14, al; τρίτῃ ἡ, Mat.16:21; ἡμέρᾳ κ. ἡ. (cf. יוֹם בְּיוֹם, Est.3:4), 2Co.4:16; ὅλην τ. ἡ, Rom.8:36 10:21; pl, Jhn.2:12, Act.9:19, al; ἡ. τῶν ἀζύμων, Act.12:3; τ. σαββάτου, Luk.13:14, 16; ἡ κυριάκη ἡ, Rev.1:10. 3) In Messianic sense, of the last day: ἡ ἡ. (ἐκείνη, τ. κυρίου, etc.), Mat.7:22, Luk.6:23, Rom.13:12, 1Co.1:8, 1Th.5:2, 2Th.2:2, 2Pe.3:10, al; by meton, as compared with the divine judgment on that day, ἡ. ἀνθρωπίνη, of a human tribunal, 1Co.4:3 (EV, man's judgment). 4) As in Heb. (also in Gk. writers; Bl, §46, 9; M, Pr, 81), of time in general: Jhn.8:56 14:20, 2Co.6:2, Eph.6:13, 2Pe.3:18; pl. Act.15:7, Eph.5:16, Heb.10:32; πᾶσας τὰς ἡ. (cf. כָּל הַיָּמִים, Deu.4:40, al; MM, Exp, xv), Mat.28:20; ἐλεύσονται ἡ. ὅταν (ὅτε), Mat.9:15, Mrk.2:20, Luk.5:35 17:22; αἱ ἡ, with genitive of person(s) (Gen.26:1, al.), Mat.2:1, Luk.1:5, Act.7:45, 1Pe.3:20; ἀρχ̀ ἡμερῶν, Heb.7:3. (AS)
G2251	ἡμέτερος	hēmeteros	our	G:PosP	-α, -ον (ἡμεῖς), poss. prop. of first of person(s), our: Act.2:11 24:6 26:5, Rom.15:4, 2Ti.4:15, 1Jn.1:3 Jn 2:2; τὸ ἡ, Luk.16:12, WH, txt, R, mg. (τὸ ὑμ, Rec, WH, mg, R, txt.); oἱ ἡ, our (people), Tit.3:14. (AS)
G2252	ἤμην	ēmēn	I was	G:V	- I wass, existed, lived (MT)
G2253	ἡμιθανής	hēmithanēs	half-dead	G:A	-ές (&lt; ἥμι, half + θνήσκω) [in LXX: 4Ma.4:11 *;] half-dead: Luk.10:30. (AS)
G2254	ἡμῖν	hēmin	to us	G:PerP	ἐγώ, genitive, etc, ἐμοῦ, ἐμοί, ἐμέ (enclitic μου, μοι, με), pl. ἡμεῖς, -ῶν, -ῖν, -ᾶς, of person(s) pron. I. (a) The nom. is usually emphatic, when expressed as subjc, as in Mat.3:11, Mrk.1:8, Luk.3:16, al. But often there is no apparent emphasis, as Mat.10:16, Jhn.10:17; ἰδοὺ ἐ. (= Heb. הִנֵּנִי, cf. 1Ki.3:8), Act.9:10; ἐ. (like Heb. אֲנִי), I am, Jhn.1:23 (LXX), Act.7:32 (LXX). (b) The enclitic forms (see supr.) are used with nouns, adjectives, verbs, adverbs, where there is no emphasis: ἐν τ. πατρί μου, Jhn.14:20; μου τ. λόγους, Mat.7:24; ὀπίσω μου, Mat.3:11; ἰσχυρότερός μου, ib; λέγει μοι, Rev.5:5; also with the prep. πρός, as Mrk.9:19, al. The full forms (ἐμοῦ, etc.) are used with the other prepositions, as δι᾽ ἐμοῦ, ἐν ἐμοί, εἰς ἐμέ, etc, also for emphasis, as Luk.10:16, Jhn.7:23, Mrk.14:7, al. (with) The genitive μου and ἡμῶν are often used for the poss. pronouns ἐμός, ἡμέτερος: τ. λαόν μου, Mat.2:6; μου τῂ ἀπιστιᾳ, Mrk.9:24. (d) τί ἐμοὶ καὶ σοί (= Heb. מַה־לִי וָלָךְ, Jdg.11:12, al.), i.e. what have we in common: Mat.8:29, Mrk.1:24, 5:7, Luk.8:28, Jhn.2:4; τί γάρ μοι, 1Co.5:2. (e) The interchange of ἐγώ and ἡμεῖς, common in π, appears in Pauline Epp. (see M, Pr, 86f, M, Th, 131f.). (f) κἀγώ (= καὶ ἐγώ, and I, even I, I also: Mat.2:8, Luk.2:48, Jhn.6:56, Rom.3:7, 1Co.7:40, al; κἀγώ. καί, both. and, Jhn.7:28. (AS)
G2255	ἥμισυς	hēmisus	half	G:A	-εια, -υ genitive, -ους (late, as in π, for cl, -εος Bl, § 8, 4; Mayser, 294), n. p1, ἡμίσια (Rec, cl, -εια), [in LXX for חֵצִי, מַחֲצִית;] half; 1) as adj, agreeing in gender and number with the substantive following, τὰ ἡμίσια τ. ὑταρχόντων, Luk.19:8. 2) As neut. subst, τὸ ἥμισυ, the half; ἥ. (anarth.), a half: with genitive, ἥ. καιροῦ, Rev.12:14; ἕως ἡμίσους τ. βασιλείας μου, Mrk.6:23; after a cardinal number, ἡμέρας τρεῖς κ. ἥμισυ, Rev.11:9, 11. (AS)
G2256	ἡμιώριον	hēmiōrion	half an hour	G:N-N	ἡμίωρον (Rec. -ιον), -ου, τό (ἥμι, half + ὥρα), half an hour: Rev.8:1. (AS)
G2257	ἡμῶν	hēmōn	of us	G:PerP	ἐγώ, genitive, etc, ἐμοῦ, ἐμοί, ἐμέ (enclitic μου, μοι, με), pl. ἡμεῖς, -ῶν, -ῖν, -ᾶς, of person(s) pron. I. (a) The nom. is usually emphatic, when expressed as subjc, as in Mat.3:11, Mrk.1:8, Luk.3:16, al. But often there is no apparent emphasis, as Mat.10:16, Jhn.10:17; ἰδοὺ ἐ. (= Heb. הִנֵּנִי, cf. 1Ki.3:8), Act.9:10; ἐ. (like Heb. אֲנִי), I am, Jhn.1:23 (LXX), Act.7:32 (LXX). (b) The enclitic forms (see supr.) are used with nouns, adjectives, verbs, adverbs, where there is no emphasis: ἐν τ. πατρί μου, Jhn.14:20; μου τ. λόγους, Mat.7:24; ὀπίσω μου, Mat.3:11; ἰσχυρότερός μου, ib; λέγει μοι, Rev.5:5; also with the prep. πρός, as Mrk.9:19, al. The full forms (ἐμοῦ, etc.) are used with the other prepositions, as δι᾽ ἐμοῦ, ἐν ἐμοί, εἰς ἐμέ, etc, also for emphasis, as Luk.10:16, Jhn.7:23, Mrk.14:7, al. (with) The genitive μου and ἡμῶν are often used for the poss. pronouns ἐμός, ἡμέτερος: τ. λαόν μου, Mat.2:6; μου τῂ ἀπιστιᾳ, Mrk.9:24. (d) τί ἐμοὶ καὶ σοί (= Heb. מַה־לִי וָלָךְ, Jdg.11:12, al.), i.e. what have we in common: Mat.8:29, Mrk.1:24, 5:7, Luk.8:28, Jhn.2:4; τί γάρ μοι, 1Co.5:2. (e) The interchange of ἐγώ and ἡμεῖς, common in π, appears in Pauline Epp. (see M, Pr, 86f, M, Th, 131f.). (f) κἀγώ (= καὶ ἐγώ, and I, even I, I also: Mat.2:8, Luk.2:48, Jhn.6:56, Rom.3:7, 1Co.7:40, al; κἀγώ. καί, both. and, Jhn.7:28. (AS)
