Strongs numbers in lexicon, but not in tagged texts, SEEMS LIKE TOO MANY!
===

G33	ἄγε	to lead	
G7886	καταπανουργέυω	to deal treacherously	
G7887	καταπάσσω	to strew	
G7888	καταπάτημα	trampling	
G7889	καταπάτησις	trampling	
G7890	καταπελματόομαι	to mend	
G7891	καταπενθέω	to mourn	
G7892	καταπέτομαι	to fly down	
G7893	καταπήγνυμι	to fasten down	
G7894	καταπηδάω	to leap down	
G7895	κατάπικρος	very bitter	
G7896	καταπιστεύω	to confide in	
G7897	καταπλάσσω	to plaster	
G7898	κατάπληξις	a terror	
G7899	καταπλήσσω	to strike with terror	
G7900	καταπολεμέω	to make war against	
G7901	καταποντισμός	drowning	
G7902	καταπραΰνω	to soothe	
G7903	καταπρονομεύω	to carry away captive	
G7904	καταπτήσσω	to awe	
G7905	κατάπτωμα	a ruin	
G7906	κατάρασις	a curse	
G7907	καταράσσω	to break down	
G7908	καταργυρόω	to silver plate	
G7909	καταρράκτης	a dungeon	
G7910	καταρρεμβεύω	to stagger	
G7911	καταρρέω	to flow down	
G7912	καταρρήγνυμι	to break down	
G7913	καταρρίπτω	to hurl down	
G7914	κατάρχω	to rule	
G7915	κατασβεννύω	to extinguish	
G7916	κατασιγάω	to observe silence	
G7917	κατασιωπάω	to observe silence	
G7918	κατασκεδάζω	to scatter upon	
G7919	κατασκέπτομαι	to survey	
G7920	κατασκευή	apparatus	
G7921	κατάσκιος	shady	
G7922	κατασμικρύνω	to reduce	
G7923	κατασπαταλάω	to live wastefully	
G7924	κατασπάω	to tear down	
G7925	κατασπείρω	to scatter abroad	
G7926	κατασπεύδω	to hasten	
G7927	κατασπουδάζομαι	to take seriously	
G7928	καταστασιάζω	to revolt	
G7929	καταστενάζω	to groan	
G7930	καταστηρίζω	to firmly fix	
G7931	καταστραγγίζω	to make drop	
G7932	καταστρατοπεδεύω	to bivouac	
G7933	κατατάσσω	to delegate	
G7934	κατατείνω	to violently strain	
G7935	κατατέμνω	to mutilate	
G7936	κατατέρπω	to delight	
G7937	κατατήκω	to dissolve	
G7938	κατατίλλω	to pull about	
G7939	κατατρίβω	to wear away	
G7940	κατατρυφάω	to revel	
G7941	κατατρώγω	to devour	
G7942	κατατυγχάνω	to attain	
G7943	καταφαίνω	to appear	
G7944	καταφερής	inclined	
G7945	καταφθάνω	to fall upon unawares	
G7946	καταφθορά	corruption	
G7947	καταφλέγω	to burn up	
G7948	καταφλογίζω	to ignite	
G7949	κατάφοβος	fear	
G7950	καταφυγή	a refuge	
G7951	καταφύτευσις	a planting	
G7952	καταφυτεύω	to plant	
G7953	καταχαίρω	to rejoice against	
G7954	καταχαλάω	to let down	
G7955	καταχαλκόω	to braze	
G7956	καταχρίω	to besmear	
G7957	καταχρύσεος	abounding in gold	
G7958	καταχρυσόω	to gild	
G7959	κατάχυσις	a throwing down	
G7960	καταχώννυμι	to heap upon	
G7961	καταχωρίζω	to set down in writing	
G7962	κατειδών	to look down	
G7963	κατεντευκτής	an accuser	
G7964	κατεπείγω	to coerce	
G7965	κατεῖπω	to denounce	
G7966	κατεργασία	working out	
G7967	κάτεργος	upkeep	
G7968	κατευθύ	straightway	
G7969	κατευοδόω	to greatly prosper	
G7970	κατοικεσία	habitation	
G7971	κατοικοδομέω	to build	
G7972	κάτοικος	an inhabitant	
G7973	κατοίομαι	be arrogant	
G7974	κατόπισθεν	after	
G7975	κάτοπτρον	a mirror	
G7976	κατορθόω	to keep straight	
G7977	κατόρθωσις	a success	
G7978	κατορύσσω	to bury	
G7979	κατορχέομαι	to treat despitefully	
G7980	κατοχεύω	to mate	
G7981	κατόχιμος	possession	
G7982	κάτοχος	a hold	
G7983	κατωδυνάω	to afflict grievously	
G7984	κατώδυνος	in severe pain	
G7985	κάτωθεν	from below	
G7986	καυλός	a stem	
G7987	καψάκης	a jar	
G7988	κέγχρος	millet	
G7989	κέδρινος	of cedar	
G7990	κεκρυμμένως	secretly	
G7991	κενολογέω	to use empty words	
G7992	κενοτάφιον	a statue	
G7993	κεντέω	to sting	
G7994	κεπφωθείς	being easily led on	
G7995	κέρασμα	a mixture	
G7996	κεράστης	a horned serpent	
G7997	κερατίζω	to butt	
G7998	κερατίνη	a horn	
G7999	κερατιστής	goring	
G8000	κεραυνός	a thunderbolt	
G8001	κεραυνόω	to strike with a thunderbolt	
G8002	κέρκος	a tail	
G8003	κέρκωψ	mischievous	
G8004	κεφουρέ	a basin	
G8005	κεφουρῆς	a basin	
G8006	κηλιδόω	to spot	
G8007	κημός	a muzzle	
G8008	κηρός	beeswax	
G8009	κίβδηλος	commingled	
G8010	κίδαρις	a turban	
G8011	κινύρα	a lute	
G8012	κιρνάω	to dilute	
G8013	κισσάω	to crave for strange food	
G8014	κιχράω	to lend	
G8015	κίων	a monumental pillar	
G8016	κλαυθμών	a place of weeping	
G8017	κλεῖθρον	a bolt	
G8018	κληδονίζω	to prognosticate	
G8019	κληδονισμός	prognosticating	
G8020	κληματίς	a small vine branch	
G8021	κληροδοσία	an allotment	
G8022	κληροδοτέω	to allot	
G8023	κληρωτί	by casting lots	
G8024	κλιμακτήρ	a step	
G8025	κλῖμαξ	a stairway	
G8026	κλίτος	a corner	
G8027	κλοιός	a neck yoke	
G8028	κλοποφορέω	to ransack	
G8029	κλώθω	to twine	
G8030	κλών	a branch	
G8031	κλῶσμα	yarn	
G8032	κλωστός	spun	
G8033	κνήμη	shank	
G8034	κνημίς	a leg covering	
G8035	κνήφη	itching	
G8036	κνίδη	nettle	
G8037	κνίζω	to pick	
G8038	κοιλάς	a cavity	
G8039	κοίλη	a ship's hold	
G8040	κοῖλος	hollow	
G8041	κοιλοσταθμέω	to vault	
G8042	κοιλόσταθμος	vaulted	
G8043	κοίλωμα	a hollow	
G8044	κοιμίζω	to rest	
G8045	κοιτάζω	to lay in bed	
G8046	κοιτασία	a laying with	
G8047	κολαβρίζω	to crush	
G8048	κολακεύω	to flatter	
G8049	κολαπτός	a gourd	
G8050	κολάπτω	to chisel	
G8051	κολεός	a sheath	
G8052	κόλλη	glue	
G8053	κολλυρίζω	to bake biscuits	
G8054	κολλυρίς	a biscuit	
G8055	κολοβόκερκος	tailless	
G8056	κολοβόρριν	splitmouth	
G8057	κολοκύνθη	a gourd	
G8058	κόλπωμα	recess	
G8059	κόνδυ	a drinking cup	
G8060	κονδυλίζω	to smite	
G8061	κονδυλισμός	ill-treatment	
G8062	κονία	lime	
G8063	κονίαμα	whitewash	
G8064	κοντός	a shaft	
G8065	κόνυζα	a briar	
G8066	κοπανίζω	to pound out	
G8067	κοπόω	to trouble	
G8068	κόπρος	dung	
G8069	κόπωσις	weariness	
G8070	κόρη	pupil	
G8071	κόριον	coriander	
G8072	κορύνη	a truncheon	
G8073	κορυφή	head	
G8074	κορώνη	a crowbar	
G8075	κόσυμβος	a fringe	
G8076	κοσυμβωτός	fringed	
G8077	κοτύλη	a small cup	
G8078	κουρά	shearing	
G8079	κουρεύς	a barber	
G8080	κοῦφος	light (in weight)	
G8081	κούφως	nimbly	
G8082	κόχλαξ	a pebble	
G8083	κραιπαλάω	be dizzy from wine	
G8084	κρᾶμα	mixed wine	
G8085	κραταιότης	force	
G8086	κραταίωμα	fortification	
G8087	κραταιῶς	forcefully	
G8088	κραταίωσις	fortification	
G8089	κρατήρ	a basin	
G8090	κρεάγρα	a meat hook	
G8091	κρεανομέω	to dress meat	
G8092	κρεμαστός	hanging	
G8093	κρήνη	a fountain	
G8094	κρηπίς	a bank	
G8095	κρίκος	a hook	
G8096	κριός	a ram	
G8097	κρόκη	woof	
G8098	κροκόδειλος	crocodile	
G8099	κρόκος	saffron	
G8100	κρόμμυον	onion	
G8101	κροσσός	a border	
G8102	κροσσωτός	bordered fringes	
G8103	κρόταφος	temple	
G8104	κροτέω	to clap	
G8105	κρυβῆ	secretly	
G8106	κρυφαίως	secretly	
G8107	κρύφιος	private	
G8108	κτείνω	to slay	
G8109	κτηνότροφος	grazing cattle	
G8110	κτηνώδης	brutish	
G8111	κτῆσις	a possession	
G8112	κύαθος	a cup	
G8113	κύαμος	a bean	
G8114	κυβερνάω	to devise	
G8115	κύβος	a cube	
G8116	κυδοιμός	an uproar	
G8117	κῦδος	dignity	
G8118	κύησις	conception	
G8119	κύκλωμα	a swirl	
G8120	κύκνος	swan	
G8121	κυμαίνω	to swell up	
G8122	κυμάτιον	a waved border	
G8123	κυμβαλίζω	to play cymbals	
G8124	κυνηγέω	to hunt with hounds	
G8125	κυνηγός	a hunter with hounds	
G8126	κυνικός	churlish	
G8127	κυνόμυια	the dog-fly	
G8128	κυοφορέω	be with child	
G8129	κυπαρίσσινος	of cypress	
G8130	κυπάρισσος	cypress	
G8131	κυπρίζω	to blossom	
G8132	κυπρισμός	a blossom	
G8133	κυρτός	humpback	
G8134	κύτος	extent	
G8135	κύφω	to have downcast eyes	
G8136	κυψέλη	a granary	
G8137	κύω	to sire	
G8138	κώδων	a bell	
G8139	κώθων	toasting	
G8140	κωθωνίζω	to toast	
G8141	κωλέα	a hind quarter	
G8142	κώλυμα	a restraint	
G8143	κωμάρχης	a magistrate	
G8144	κώπη	an oar	
G8145	κωπηλάτης	an oarsman	
G8146	κωφεύω	be silent	
G8147	κωφόω	be mute	
G8148	λαβή	a handle	
G8149	λαβίς	a tong	
G8150	λάβρος	fierce	
G8151	λάγανον	a pancake	
G8152	λαθραίως	clandestinely	
G8153	λάθριος	private	
G8154	λάκκος	a pit	
G8155	λάλημα	a discussion	
G8156	λαλητός	power of speech	
G8157	λαμπάδιον	an oil lamp bowl	
G8158	λαμπήνη	a covered royal chariot	
G8159	λαμπηνικός	like a covered chariot	
G8160	λαμπτήρ	a torch	
G8161	λαξευτήριον	a stone chisel	
G8162	λαξεύω	to dress stone	
G8163	λάπτω	to lap	
G8164	λάρος	gull	
G8165	λατομητός	quarried	
G8166	λατόμος	a quarrier	
G8167	λατρευτός	servile	
G8168	λάφυρα	bounty	
G8169	λαχανεία	vegetables	
G8170	λέαινα	lioness	
G8171	λεαίνω	to grind	
G8172	λέβης	a kettle	
G8173	λειτούργημα	ministration	
G8174	λειτουργήσιμος	ministration	
G8175	λειχήν	scabbed	
G8176	λείχω	to lick	
G8177	λεκάνη	a pan	
G8178	λέξις	form of speech	
G8179	λεπίζω	to peel	
G8180	λέπισμα	a peel	
G8181	λεπράω	to become leprous	
G8182	λεπρόομαι	become leprous	
G8183	λεπτύνω	to make fine	
G8184	λεπυρός	rind	
G8185	λέσχη	intrigue	
G8186	λευκανθίζω	be white	
G8187	λεύκη	white poplar	
G8188	λεωπετρία	a smooth rock	
G8189	λῆμμα	a concern	
G8190	λῃστήριον	a band of robbers	
G8191	λιγύριον	amber	
G8192	λιθουργέω	to cut stones	
G8193	λιθουργικός	stonecutting	
G8194	λικμήτωρ	a winnower	
G8195	λικμός	a winnowing shovel	
G8196	λιμά	lima	
G8197	λιμαγχονέω	to cause to hunger	
G8198	λιμοκτονέω	to famish	
G8199	λιμώσσω	be famished	
G8200	λίνεος	of flaxen linen	
G8201	λινοκαλάμη	a stalk of flax	
G8202	λιπαίνω	to anoint	
G8203	λίπασμα	fatness	
G8204	λίσσομαι	to implore	
G8205	λιτανεύω	to implore	
G8206	λιτός	cheap	
G8207	λοβός	a lobe	
G8208	λοιδόρησις	reviling	
G8209	λοιμεύομαι	to injure	
G8210	λουτήρ	a bathing tub	
G8211	λουτρών	a bathhouse	
G8212	λοφιά	a ridge	
G8213	λοχεύω	to give birth	
G8214	λυπηρός	distressing	
G8215	λῶμα	a hem	
G8216	μᾶ	by!	
G8217	μαασφάρ	a number	
G8218	μαγειρεῖον	a cooking place	
G8219	μαγειρεύω	to cut up meat	
G8220	μαγείρισσα	a female cook	
G8221	μάγειρος	a male cook	
G8222	μαγίς	a loaf	
G8223	μαδήση	loose of hair	
G8224	μαδαρόω	to pluck hair	
G8225	μαελέθ	a harp	
G8226	μαζουρώθ	mazuroth	
G8227	μάθημα	a lesson	
G8228	μαῖα	a midwife	
G8229	μαιμάσσω	be irresistibly led	
G8230	μαιόομαι	to act as midwife	
G8231	μακαριστός	most blessed	
G8232	μακρόβιος	long-lived	
G8233	μακροημερεύω	to prolong one's days	
G8234	μακροήμερος	many days	
G8235	μακρόθυμος	lenient	
G8236	μακρότης	duration	
G8237	μακροχρονέω	to live a long time	
G8238	μάκρυμμα	abomination	
G8239	μακρύνω	to prolong	
G8240	μάλα	by all means	
G8241	μάλαγμα	a dressing	
G8242	μαλακίζομαι	be infirm	
G8243	μαλακύνω	to soften	
G8244	μαλακῶς	softly	
G8245	μάν	manna	
G8246	μαναά	a gift	
G8247	μάνδρα	haven	
G8248	μανδραγόρας	mandrake	
G8249	μανδύας	a uniform	
G8250	μανή	mane	
G8251	μανιάκης	a golden necklace	
G8252	μαντεία	divination	
G8253	μαντεῖον	an oracle	
G8254	μάντις	a clairvoyant	
G8255	μαρμάρινος	of marble	
G8256	μαρσίππιον	a money bag	
G8257	μάρσιππος	a bag	
G8258	μασαναί	second section	
G8259	μασμαρώθ	a snuffer	
G8260	ματαίως	acting in folly	
G8261	μαχβάρ	a rag	
G8262	μαχεήλ	food	
G8263	μαχητής	a warrior	
G8264	μάχιμος	combat	
G8265	μαωζείν	a fortress	
G8266	μεγαλοπρέπεια	majesty	
G8267	μεγαλοπτέρυγος	having large wings	
G8268	μεγαλορρημονέω	to speak great words	
G8269	μεγαλορρημοσύνη	lofty language	
G8270	μεγαλορρήμων	lofty speaking	
G8271	μεγαλόσαρκος	fleshy	
G8272	μεγαλόφρων	high-minded	
G8273	μεγάλωμα	magnificence	
G8274	μεθοδεύω	to use craft	
G8275	μέθυσμα	strong drink	
G8276	μεθωεσίμ	a genealogical register	
G8277	μέλαθρον	a ridge	
G8278	μελαθρόω	to arch over	
G8279	μελάνθιον	pepperwort	
G8280	μελανόομαι	to blacken	
G8281	μελέτη	meditation	
G8282	μελίζω	to dismember	
G8283	μέλισσα	bee	
G8284	μελισσών	an apiary	
G8285	μέμψις	complaint	
G8286	μέντοιγε	however	
G8287	μεριτεύομαι	to partition	
G8288	μεσαῖος	middle	
G8289	μέσαντιον	a weaver's beam	
G8290	μεσημβρινός	midday	
G8291	μεσθάαλ	a wardrobe	
G8292	μεσοπόρφυρος	purple ornamentation	
G8293	μεσσάβ	a garrison	
G8294	μεταβολή	revolt	
G8295	μετάβολος	a trader	
G8296	μετακίνησις	removal	
G8297	μεταλλεύω	to mine	
G8298	μεταμέλεια	repentance	
G8299	μετάμελος	regret	
G8300	μεταναστεύω	to migrate	
G8301	μετανίστημι	to change residence	
G8302	μεταπίπτω	to degenerate	
G8303	μετασκευάζω	to fashion differently	
G8304	μεταστροφή	converted	
G8305	μετάφρενον	the upper back	
G8306	μετέρχομαι	to pass between the ranks	
G8307	μετεωρισμός	a crest	
G8308	μετέωρος	a meteorite	
G8309	μετοικέω	to displace	
G8310	μετοικία	displacement	
G8311	μέτοικος	a refugee	
G8312	μέτρησις	a measuring	
G8313	μετριάζω	be content	
G8314	μεχωνώθ	a base	
G8315	μηθέτερος	neither one	
G8316	μῆλον	cheeks	
G8317	μηνιαῖος	of a month	
G8318	μῆνις	vehement anger	
G8319	μηνίσκος	a crescent	
G8320	μηνίω	be infuriated	
G8321	μηρία	the thigh	
G8322	μηρυκάομαι	to chew the cud	
G8323	μηρυκισμός	chewing the cud	
G8324	μηρύομαι	to furl	
G8325	μηχανεύομαι	to construct	
G8326	μηχανή	a machine	
G8327	μίανσις	defilement	
G8328	μικρότης	thinness	
G8329	μίλτος	vermilion	
G8330	μίσγω	to mingle	
G8331	μισητός	detested	
G8332	μῖσος	hatred	
G8333	μίτρα	a mitre	
G8334	μνημόσυνος	a memorandum	
G8335	μνησικακέω	to resent	
G8336	μνησίκακος	resentful	
G8337	μόλιβδος	lead	
G8338	μολόχη	a mallow (plant)	
G8339	μόλυνσις	contamination	
G8340	μονάζω	to live alone	
G8341	μόνιμος	a stable	
G8342	μονιός	a wild boar	
G8343	μονόζωνος	lightly armed	
G8344	μονόκερως	a unicorn	
G8345	μονομαχέω	to fight one on one	
G8346	μόνορχις	having one testicle	
G8347	μονότροπος	simple	
G8348	μοσφαθαϊμ	sheepfolds	
G8349	μοσχάριον	a young calf	
G8350	μοτόω	to dress a wound	
G8351	μοχθέω	to make an effort	
G8352	μοχλός	a bar	
G8353	μυγαλῆ	a field-mouse	
G8354	μυελόομαι	to fill with marrow	
G8355	μυῖα	a fly	
G8356	μυκτήρ	nostril	
G8357	μυκτηρισμός	sneering	
G8358	μύλη	a molar tooth	
G8359	μυξωτῆρες	a tube	
G8360	μυρεψικός	scented	
G8361	μυρεψός	a perfumer	
G8362	μυριοπλάσιος	ten thousand-fold	
G8363	μυρμηκιάω	be troubled with warts	
G8364	μυρμηκολέων	a small lion	
G8365	μύρμηξ	an ant	
G8366	μυρσίνη	a myrtle tree	
G8367	μῦς	a mouse	
G8368	μυσαρός	detestable	
G8369	μύσταξ	a mustache	
G8370	μωκάομαι	to scorn	
