# File Name: Hebrew_Lexicon_Strongs.txt
# File Size: 1452460     
# File Date: 02/20/2021 19:25:59
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: http://resources.AionianBible.org
# File Copyright: Creative Commons Attribution No Derivative Works 4.0, 2018-2021
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: http://www.AionianBible.org/Publisher
# Publisher Mission: http://www.AionianBible.org/Preface
# Publisher Website: http://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
# Source: Robert Rouse
# Source Content: James Strong's Lexicon, Hebrew
# Source Description: https://en.wikipedia.org/wiki/Strong%27s_Concordance
# Source Copyright: Public Domain
# Source Link: https://viz.bible/
#
# COLUMNS
#	STRONGS
#		Strong's number
#	WORD
#		Hebrew word
#	TRANS
#		Transliterated word
#	PRONOUNCE
#		Pronunciation
#	LANG
#		Language
#	MORPH
#		Part of speech
#	DEF
#		Definition
#
STRONGS	WORD	TRANS	PRONOUNCE	LANG	MORPH	DEF
H1940	הוֹדִיָּה	Hôwdîyâh	ho-dee-yaw'	x-pn	Proper Name Feminine	a form for the feminine of יְהוּדִי; a Jewess; Hodiah.
H1941	הוֹדִיָּה	Hôwdîyâh	ho-dee-yaw'	x-pn	Proper Name Masculine	a form of הוֹדַוְיָה; Hodijah, the name of three Israelites; Hodijah.
H1942	הַוָּה	havvâh	hav-vaw'	heb	Noun Feminine	from הָוָא (in the sense of eagerly coveting and rushing upon; by implication, of falling); desire; also ruin; calamity, iniquity, mischief, mischievous (thing), naughtiness, naughty, noisome, perverse thing, substance, very wickedness.
H1943	הֹוָה	hôvâh	ho-vaw'	heb	Noun Feminine	another form for הַוָּה; ruin; mischief.
H1944	הוֹהָם	Hôwhâm	ho-hawm'	x-pn	Proper Name Masculine	of uncertain derivation; Hoham, a Canaanitish king; Hoham.
H1945	הוֹי	hôwy	hoh'ee	heb	Interjection	a prolonged form of הוֹ (akin to אוֹי); oh!; ah, alas, ho, O, woe.
H1946	הוּךְ	hûwk	hook	arc	Verb	(Aramaic) corresponding to הֲלַךְ; to go; causatively, to bring; bring again, come, go (up).
H1947	הוֹלֵלָה	hôwlêlâh	ho-lay-law'	heb	Noun Feminine	feminine active participle of הָלַל; folly; madness.
H1948	הוֹלֵלוּת	hôwlêlûwth	ho-lay-looth'	heb	Noun Feminine	from active participle of הָלַל; folly; madness.
H1949	הוּם	hûwm	hoom	heb	Verb	a primitive root (compare הָמַם); to make an uproar, or agitate greatly; destroy, move, make a noise, put, ring again.
H1950	הוֹמָם	Hôwmâm	ho-mawm'	x-pn	Proper Name Masculine	from הָמַם; raging; Homam, an Edomitish chieftain; Homam. Compare הֵימָם.
H1951	הוּן	hûwn	hoon	heb	Verb	a primitive root; properly, to be naught, i.e. (figuratively) to be (causatively, act) light; be ready.
H1952	הוֹן	hôwn	hone	heb		from the same as הוּן in the sense of אוֹן; wealth; by implication, enough; enough, [phrase] for nought, riches, substance, wealth.
H1953	הוֹשָׁמָע	Hôwshâmâʻ	ho-shaw-maw'	x-pn	Proper Name Masculine	from יְהֹוָה and שָׁמַע; Jehovah has heard; Hoshama, an Israelite; Hoshama.
H1954	הוֹשֵׁעַ	Hôwshêaʻ	ho-shay'-ah	x-pn	Proper Name Masculine	from יָשַׁע; deliverer; Hoshea, the name of five Israelites; Hosea, Hoshea, Oshea.
H1955	הוֹשַׁעְיָה	Hôwshaʻyâh	ho-shah-yaw'	x-pn	Proper Name Masculine	from יָשַׁע and יָהּ; Jah has saved; Hoshajah, the name of two Israelites; Hoshaiah.
H1956	הוֹתִיר	Hôwthîyr	ho-theer'	x-pn	Proper Name Masculine	from יָתַר; he has caused to remain; Hothir, an Israelite; Hothir.
H1957	הָזָה	hâzâh	haw-zaw'	heb	Verb	a primitive root (compare חָזָה); to dream; sleep.
H1958	הִי	hîy	he	heb	Noun Masculine	for נְהִי; lamentation; woe. (For hiyr. See הוּא, הוּא.)
H1959	הֵידָד	hêydâd	hay-dawd'	heb	Noun Masculine	from an unused root (meaning to shout); acclamation; shout(-ing).
H1960	הֻיְּדָה	huyᵉdâh	hoo-yed-aw'	heb	Noun Feminine	from the same as הֵידָד; properly, an acclaim, i.e. a choir of singers; thanksgiving.
H1961	הָיָה	hâyâh	haw-yaw	heb	Verb	a primitive root (compare הָוָא); to exist, i.e. be or become, come to pass (always emphatic, and not a mere copula or auxiliary); beacon, [idiom] altogether, be(-come), accomplished, committed, like), break, cause, come (to pass), do, faint, fall, [phrase] follow, happen, [idiom] have, last, pertain, quit (one-) self, require, [idiom] use.
H1962	הַיָּה	hayâh	hah-yaw'	heb	Noun Feminine	another form for הֹוָה; ruin; calamity.
H1963	הֵיךְ	hêyk	hake	heb	Adverb	another form for אֵיךְ; how?; how.
H1964	הֵיכָל	hêykâl	hay-kawl'	heb	Noun Masculine	probably from יָכֹל (in the sense of capacity); a large public building, such as a palace or temple; palace, temple.
H1965	הֵיכַל	hêykal	hay-kal'	arc	Noun Masculine	(Aramaic) corresponding to הֵיכָל; {a large public building, such as a palace or temple}; palace, temple.
H1966	הֵילֵל	hêylêl	hay-lale'	heb	Noun Masculine	from הָלַל (in the sense of brightness); the morning-star; lucifer.
H1967	הֵימָם	Hêymâm	hay-mawm'	x-pn	Proper Name Masculine	another form for הוֹמָם; Hemam, an Idumaean; Hemam.
H1968	הֵימָן	Hêymân	hay-mawn'	x-pn	Proper Name Masculine	probably from אָמַן; faithful; Heman, the name of at least two Israelites; Heman.
H1969	הִין	hîyn	heen	heb	Noun Masculine	probably of Egyptian origin; a hin or liquid measure; hin.
H1970	הָכַר	hâkar	haw-kar'	heb	Verb	a primitive root; apparently; to injure; make self strange.
H1971	הַכָּרָה	hakkârâh	hak-kaw-raw'	heb	Noun Feminine	from נָכַר; respect, i.e. partiality; shew.
H1972	הָלָא	hâlâʼ	haw-law'	heb	Verb	probably denominatively from הָלְאָהxlit hâlᵉâh corrected to hâlᵉʼâh; to remove or be remote; cast far off.
H1973	הָלְאָה	hâlᵉʼâh	haw-leh-aw'	heb	Adverb	xlit hâlᵉâh corrected to hâlᵉʼâh; from the primitive form of the article (hal); to the distance, i.e. far away; also (of time) thus far; back, beyond, (hence,-) forward, hitherto, thence, forth, yonder.
H1974	הִלּוּל	hillûwl	hil-lool'	heb	Noun Masculine	from הָלַל (in the sense of rejoicing); a celebration of thanksgiving for harvest; merry, praise.
H1975	הַלָּז	hallâz	hal-lawz'	heb		from הַלָּזֶה; this or that; side, that, this.
H1976	הַלָּזֶה	hallâzeh	hal-law-zeh'	heb		from the article (see הָלְאָהxlit hâlᵉâh corrected to hâlᵉʼâh) and זֶה; this very; this.
H1977	הַלֵּזוּ	hallêzûw	hal-lay-zoo'	heb		another form of הַלָּזֶה; that; this.
H1978	הָלִיךְ	hâlîyk	haw-leek'	heb	Noun Masculine	from הָלַךְ; a walk, i.e. (by implication) a step; step.
H1979	הֲלִיכָה	hălîykâh	hal-ee-kaw'	heb	Noun Feminine	feminine of הָלִיךְ; a walking; by implication, a procession or march, a caravan; company, going, walk, way.
H1980	הָלַךְ	hâlak	haw-lak'	heb	Verb	akin to יָלַךְ; a primitive root; to walk (in a great variety of applications, literally and figuratively); (all) along, apace, behave (self), come, (on) continually, be conversant, depart, [phrase] be eased, enter, exercise (self), [phrase] follow, forth, forward, get, go (about, abroad, along, away, forward, on, out, up and down), [phrase] greater, grow, be wont to haunt, lead, march, [idiom] more and more, move (self), needs, on, pass (away), be at the point, quite, run (along), [phrase] send, speedily, spread, still, surely, [phrase] tale-bearer, [phrase] travel(-ler), walk (abroad, on, to and fro, up and down, to places), wander, wax, (way-) faring man, [idiom] be weak, whirl.
H1981	הֲלַךְ	hălak	hal-ak'	arc	Verb	(Aramaic) corresponding to הָלַךְ (compare הוּךְ); to walk; walk.
H1982	הֵלֶךְ	hêlek	hay'-lek	heb	Noun Masculine	from הָלַךְ; properly, a journey, i.e. (by implication) a wayfarer; also a flowing; [idiom] dropped, traveller.
H1983	הֲלָךְ	hălâk	hal-awk'	arc	Noun Masculine	(Aramaic) from הֲלַךְ; properly, a journey, i.e. (by implication) toll on goods at aroad; custom.
H1984	הָלַל	hâlal	haw-lal'	heb	Verb	a primitive root; to be clear (orig. of sound, but usually of color); to shine; hence, to make ashow, to boast; and thus to be (clamorously) foolish; to rave; causatively, to celebrate; also to stultify; (make) boast (self), celebrate, commend, (deal, make), fool(-ish, -ly), glory, give (light), be (make, feign self) mad (against), give in marriage, (sing, be worthy of) praise, rage, renowned, shine.
H1985	הִלֵּל	Hillêl	hil-layl'	x-pn	Proper Name Masculine	from הָלַל; praising (namely God); Hillel, an Israelite; Hillel.
H1986	הָלַם	hâlam	haw-lam'	heb	Verb	a primitive root; to strike down; by implication, to hammer, stamp, conquer, disband; beat (down), break (down), overcome, smite (with the hammer).
H1987	הֶלֶם	Helem	hay'-lem	x-pn	Proper Name Masculine	from הָלַם; smiter; Helem, the name of two Israelites; Helem.
H1988	הֲלֹם	hălôm	hal-ome'	heb	Adverb	from the article (see הָלְאָהxlit hâlᵉâh corrected to hâlᵉʼâh); hither; here, hither(-(to)), thither.
H1989	הַלְמוּת	halmûwth	hal-mooth'	heb	Noun Feminine	from הָלַם; a hammer (or mallet); hammer.
H1990	הָם	Hâm	hawm	x-pn	Proper Name Location	of uncertain derivation; Ham, a region of Palestine; Ham.
H1991	הֵם	hêm	haym	heb	Noun Masculine	from הָמָה; abundance, i.e. wealth; any of theirs.
H1992	הֵם	hêm	haym	heb	Masculine	or (prolonged) הֵמָּה; masculine plural from הֲלַךְ; they (only used when emphatic); it, like, [idiom] (how, so) many (soever, more as) they (be), (the) same, [idiom] so, [idiom] such, their, them, these, they, those, which, who, whom, withal, ye.
H1993	הָמָה	hâmâh	haw-maw'	heb	Verb	a primitive root (compare הוּם); to make a loud sound (like English 'hum'); by implication, to be in great commotion or tumult, to rage, war, moan, clamor; clamorous, concourse, cry aloud, be disquieted, loud, mourn, be moved, make a noise, rage, roar, sound, be troubled, make in tumult, tumultuous, be in an uproar.
H1994	הִמּוֹ	himmôw	him-mo'	arc		(Aramaic) or (prolonged) הִמּוֹן; (Aramaic), corresponding to הֵם; they; [idiom] are, them, those.
H1995	הָמוֹן	hâmôwn	haw-mone'	heb	Noun Masculine	or הָמֹן; (Ezekiel 5:7), from הָמָה; a noise, tumult, crowd; also disquietude, wealth; abundance, company, many, multitude, multiply, noise, riches, rumbling, sounding, store, tumult.
H1996	הֲמוֹן גּוֹג	Hămôwn Gôwg	ham-one' gohg	heb	Proper Name Location	from הָמוֹן and גּוֹג; the multitude of Gog; the fanciful name of an emblematic place in Palestine; Hamogog.
H1997	הֲמוֹנָה	Hămôwnâh	ham-o-naw'	x-pn	Proper Name Location	feminine of הָמוֹן; multitude; , the same as הֲמוֹן גּוֹג; Hamonah; Hamonah.
H1998	הֶמְיָה	hemyâh	hem-yaw'	heb	Noun Feminine	from הָמָה; sound; noise.
H1999	הֲמֻלָּה	hămullâh	ham-ool-law'	heb	Noun Feminine	or (too fully) הֲמוּלָּה; (Jeremiah 11:16), feminine passive participle of an unused root meaning to rush (as rain with a windy roar); a sound; speech, tumult.
H2000	הָמַם	hâmam	haw-mam'	heb	Verb	a primitive root (compare הוּם, הָמָה); properly, to put in commotion; by implication, to disturb, drive, destroy; break, consume, crush, destroy, discomfit, trouble, vex.
H2001	הָמָן	Hâmân	haw-mawn'	x-pn	Proper Name Masculine	of foreign derivation; Haman, a Persian vizier; Haman.
H2002	הַמְנִיךְ	hamnîyk	ham-neek'	arc	Noun Masculine	(Aramaic) but the text is הֲמוּנֵךְ; of foreign origin; a necklace; chain.
H2003	הָמָס	hâmâç	haw-mawce'	heb	Noun Masculine	from an unused root apparently meaning to crackle; a dry twig or brushwood; melting.
H2004	הֵן	hên	hane	heb		feminine plural from הוּא; they (only used when emphatic); [idiom] in, such like, (with) them, thereby, therein, (more than) they, wherein, in which, whom, withal.
H2005	הֵן	hên	hane	heb		a primitive particle; lo!; also (as expressing surprise) if; behold, if, lo, though.
H2006	הֵן	hên	hane	arc	Interjection	(Aramaic) corresponding to הֵן; lo! also there(-fore), (un-) less, whether, but, if; (that) if, or, whether.
H2007	הֵנָּה	hênnâh	hane'-naw	heb	Feminine	prolongation for הֵן; themselves (often used emphatic for the copula, also in indirect relation); [idiom] in, [idiom] such (and such things), their, (into) them, thence, therein, these, they (had), on this side, whose, wherein.
H2008	הֵנָּה	hênnâh	hane'-naw	heb	Adverb	from הֵן; hither or thither (but used both of place and time); here, hither(-to), now, on this (that) side, [phrase] since, this (that) way, thitherward, [phrase] thus far, to...fro, [phrase] yet.
H2009	הִנֵּה	hinnêh	hin-nay'	heb		prolongation for הֵן; lo!; behold, lo, see.
H2010	הֲנָחָה	hănâchâh	han-aw-khaw'	heb	Noun Feminine	from נוּחַ; permission of rest, i.e. quiet; release.
H2011	הִנֹּם	Hinnôm	hin-nome'	x-pn	Proper Name Location	probably of foreign origin; Hinnom, apparently a Jebusite; Hinnom.
H2012	הֵנַע	Hênaʻ	hay-nah'	x-pn	Noun Masculine Location	probably of foreign derivation; Hena, a place apparently in Mesopotamia; Hena.
H2013	הָסָה	hâçâh	haw-saw'	heb		a primitive root; to hush; hold peace (tongue), (keep) silence, be silent, still.
H2014	הֲפֻגָה	hăphugâh	haf-oo-gaw'	heb	Noun Feminine	from פּוּג; relaxation; intermission.
H2015	הָפַךְ	hâphak	haw-fak'	heb	Verb	a primitive root; to turn about or over; by implication, to change, overturn, return, pervert; [idiom] become, change, come, be converted, give, make (a bed), overthrow (-turn), perverse, retire, tumble, turn (again, aside, back, to the contrary, every way).
H2016	הֶפֶךְ	hephek	heh'-fek	heb	Noun Masculine	; or הֵפֶךְ; from הָפַךְ; a turn, i.e. the reverse; contrary.
H2017	הֹפֶךְ	hôphek	ho'-fek	heb	Noun Masculine	from הָפַךְ; an upset, i.e. (abstract) perversity; turning of things upside down.
H2018	הֲפֵכָה	hăphêkâh	haf-ay-kaw'	heb	Noun Feminine	feminine of הֶפֶךְ; destruction; overthrow.
H2019	הֲפַכְפַּךְ	hăphakpak	haf-ak-pak'	heb	Adjective	by reduplication from הָפַךְ; very perverse; froward.
H2020	הַצָּלָה	hatstsâlâh	hats-tsaw-law'	heb	Noun Feminine	from נָצַל; rescue; deliverance.
H2021	הֹצֶן	hôtsen	ho'-tsen	heb	Noun Masculine	from an unused root meaning apparently to be sharp or strong; a weapon of war; chariot.
H2022	הַר	har	har	heb	Noun Masculine	a shortened form of הָרָר; a mountain or range of hills (sometimes used figuratively); hill (country), mount(-ain), [idiom] promotion.
H2023	הֹר	Hôr	hore	x-pn	Proper Name Location	another form of הַר; mountain; Hor, the name of a peak in Idumaea and of one in Syria; Hor.
H2024	הָרָא	Hârâʼ	haw-raw'	x-pn	Proper Name Location	perhaps from הַר; mountainousness; Hara, a region of Media; Hara.
H2025	הַרְאֵל	harʼêl	har-ale'	heb	Noun Masculine	from הַר and אֵל; mount of God; figuratively, the altar of burnt-offering; altar. Compare אֲרִיאֵל.
H2026	הָרַג	hârag	haw-rag'	heb	Verb	a primitive root; to smite with deadly intent; destroy, out of hand, kill, murder(-er), put to (death), make (slaughter), slay(-er), [idiom] surely.
H2027	הֶרֶג	hereg	heh'-reg	heb	Noun Masculine	from הָרַג; slaughter; be slain, slaughter.
H2028	הֲרֵגָה	hărêgâh	har-ay-gaw'	heb	Noun Feminine	feminine of הֶרֶג; slaughter; slaughter.
H2029	הָרָה	hârâh	haw-raw'	heb	Verb	a primitive root; to be (or become) pregnant, conceive (literally or figuratively); been, be with child, conceive, progenitor.
H2030	הָרֶה	hâreh	haw-reh'	heb	Noun Feminine	or הָרִי; (Hosea 14:1), from הָרָה; pregnant; (be, woman) with child, conceive, [idiom] great.
H2031	הַרְהֹר	harhôr	har-hor'	arc	Noun Masculine	(Aramaic) from a root corresponding to הָרָה; a mental conception; thought.
H2032	הֵרוֹן	hêrôwn	hay-rone'	heb	Noun Masculine	or הֵרָיוֹן; from הָרָה; pregnancy; conception.
H2033	הֲרוֹרִי	Hărôwrîy	har-o-ree'	x-pn	Proper Name Location	another form for הֲרָרִי; a Harorite or mountaineer; Harorite.
H2034	הֲרִיסָה	hărîyçâh	har-ee-saw'	heb	Noun Feminine	from הָרַס; something demolished; ruin.
H2035	הֲרִיסוּת	hărîyçûwth	har-ee-sooth'	heb	Noun Feminine	from הָרַס; demolition; destruction.
H2036	הֹרָם	Hôrâm	ho-rawm'	x-pn	Proper Name Masculine	from an unused root (meaning to tower up); high; Horam, a Canaanitish king; Horam.
H2037	הָרֻם	Hârum	haw-room'	x-pn	Proper Name Masculine	passive participle of the same as הֹרָם; high; Harum, an Israelite; Harum.
H2038	הַרְמוֹן	harmôwn	har-mone'	heb	Proper Name Location	from the same as הֹרָם; a castle (from its height); palace.
H2039	הָרָן	Hârân	haw-rawn'	x-pn		perhaps from הַר; mountaineer; Haran, the name of two men; Haran.
H2040	הָרַס	hâraç	haw-ras'	heb	Verb	a primitive root; to pull down or in pieces, break, destroy; beat down, break (down, through), destroy, overthrow, pluck down, pull down, ruin, throw down, [idiom] utterly.
H2041	הֶרֶס	hereç	heh'-res	heb		from הָרַס; demolition; destruction.
H2042	הָרָר	hârâr	haw-rawr'	heb	Noun Masculine	from an unused root meaning to loom up; a mountain; hill, mount(-ain).
H2043	הֲרָרִי	Hărârîy	hah-raw-ree'	x-pn		or הָרָרִי; (2 Samuel 23:11), or הָארָרִי; (2 Samuel 23:34, last clause [), apparently from הָרָר; a mountaineer; {Hararite}; Hararite.
H2044	הָשֵׁם	Hâshêm	haw-shame'	x-pn	Proper Name Masculine	perhaps from the same as חָשֻׁם; wealthy; Hashem, an Israelite; Hashem.
H2045	הַשְׁמָעוּת	hashmâʻûwth	hashmaw-ooth'	heb	Noun Feminine	from שָׁמַע; announcement; to cause to hear.
H2046	הִתּוּךְ	hittûwk	hit-took'	heb	Noun Masculine	from נָתַךְ; a melting; is melted.
H2047	הֲתָךְ	Hăthâk	hath-awk'	x-pn	Proper Name Masculine	probably of foreign origin; Hathak, a Persian eunuch; Hatach.
H2048	הָתַל	hâthal	haw-thal'	heb	Verb	a primitive root; to deride; by implication, to cheat; deal deceitfully, deceive, mock.
H2049	הָתֹל	hâthôl	haw-thole'	heb	Noun Masculine	from הָתַל (only in plural collectively); a derision; mocker.
H2050	הָתַת	hâthath	haw-thath'	heb	Verb	xlit hâthathʼ corrected to hâthath; a primitive root; properly, to break in upon, i.e. to assail; imagine mischief. w
H2051	וְדָן	Vᵉdân	ved-awn'	x-pn	Proper Name Location	perhaps for עֵדֶן; Vedan (or Aden), a place in Arabia; Dan also.
H2052	וָהֵב	Vâhêb	vaw-habe'	x-pn	Proper Name Location	of uncertain derivation; Vaheb, a place in Moab; what he did.
H2053	וָו	vâv	vaw	heb	Noun Masculine	probably; a hook (the name of the sixth Hebrew letter); hook.
H2054	וָזָר	vâzâr	vaw-zawr'	heb		presumed to be from an unused root meaning to bear guilt; crime; [idiom] strange.
H2055	וַיְזָתָא	Vayzâthâʼ	vah-yez-aw'-thaw	x-pn	Proper Name Masculine	of foreign origin; Vajezatha, a son of Haman; Vajezatha.
H2056	וָלָד	vâlâd	vaw-lawd'	heb	Noun Masculine	for יֶלֶד; a boy; child.
H2057	וַנְיָה	Vanyâh	van-yaw'	x-pn	Proper Name Masculine	perhaps for עֲנָיָה; Vanjah, an Israelite; Vaniah.
H2058	וׇפְסִי	Vophçîy	vof-see'	x-pn	Proper Name Masculine	probably from יָסַף; additional; Vophsi, an Israelite; Vophsi.
